run,condition,CF,a<sub>HSC</sub>,p<sub>HSC→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,p<sub>MPP→EP+</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>
136,K27M,224.0864918802772,0.04703267479392113,0.38070096017459226,5.584154213124605,1.881457144477487,2.3133652226717683,0.048552816265978564,3.507046160645673,0.7767365039137437,0.23896055306355013,4.742106743474792,0.5601918730805988,1.485413729944816,2.0802550327446045,0.07572723115989138,0.36696615288313345,0.9482697607410948
137,K27M,177.65785584035862,0.04347187689906889,0.24433125081794949,5.033832025776844,1.4387349454635234,1.2682423293821987,0.06329639056260822,3.8871579778778726,0.3710632010722527,1.452042085153428,5.93295544280306,0.00897835888991096,1.8107291507536558,0.23932435265461072,0.10534143111191732,0.39607853240514707,1.2821986065702609
138,K27M,183.51906036239276,0.044636755781181786,0.3039260946281535,2.1376821006227784,0.47315388149040993,0.5820271547660201,0.042034406541775024,0.13400898005691614,0.8801704037622633,4.0810092919265735,5.479672178495246,0.03623611123958796,0.958919557042863,2.1519626200306323,0.05533026438190704,0.06913095194724989,2.975086251702381
139,K27M,281.22750481298635,0.043780841433665174,0.11075122571627169,5.139031615313612,1.496495737148874,0.7748572662138069,0.04894770499996553,1.0906340078025423,0.030291618132426867,1.277784754685086,5.627305200802477,0.31656715530999735,0.5902878197489758,1.52492536240954,0.015166287442665058,0.18795327856519728,0.01541885097863721
140,K27M,294.7011053176277,0.04972362167069021,0.35499713963090185,2.039692435951036,0.36048080060903676,0.6675472447409769,0.06386475519616204,0.280148065607821,1.0277999432779263,5.453161610945659,4.8289334624345495,0.015807396242117244,3.04853493098326,0.7888189136355593,0.1081071524295914,0.46882204119738385,1.6379564661882693
141,K27M,193.28502336746664,0.04568415051433221,0.48513199363013304,2.5063956161384846,1.5769973622040232,0.6301159295777925,0.019144580737871505,0.5891251087352252,0.5844012927462778,2.789824386589151,4.036842430698206,0.5168304526395952,1.1543999753858343,0.4252486305247765,0.013613877749115941,0.1617444107197106,2.1299173241494707
142,K27M,176.8362994645159,0.04419554852348269,0.37157133405277765,5.204852644938225,0.9312690372831492,1.761054850152263,0.02764968126174941,4.908875196455692,0.6406579099361092,0.9480894342101635,5.163089846388991,0.00997728812025564,1.2659253055950377,0.7018568170670698,0.01556200025293233,0.15015102747391504,2.3063075806174833
143,K27M,259.5284748179306,0.04928997908881194,0.1520406086234052,3.7393917754335186,1.167138502580929,0.7964067247743175,0.04645673008035036,0.2970458518476353,0.28987598084927346,0.8601402141826093,4.091876759358795,1.0388153640192366,0.7123049097375106,1.2118052361041065,0.12899761094228188,0.16105838061393019,0.9522080179873971
144,K27M,268.5999579160003,0.04156092222105358,0.48873791940372846,2.2880100985236718,0.07170999274173906,1.5365871418029862,0.04481730768286178,0.04064774256915815,0.1377174865266978,4.673804122386303,5.5578201225741735,0.6216811857144338,1.9068518186981902,1.5524720147124906,0.1605345556606089,0.5779416265020677,0.5832956577880797
145,K27M,189.62803527564824,0.04379131612292869,0.4480254456998046,4.998401765277768,1.6710707224880708,1.106171311945707,0.051463725289445705,1.9090103216811742,0.5580308624843362,1.1148099479992175,5.032053500073648,0.2509410982724703,1.8776173452181493,1.2540674837950159,0.05403492903643244,0.10028136988262497,1.6371586087996075
146,K27M,283.17037395916935,0.049144291455612825,0.3734872532037329,2.8184410467864964,0.0011555144492501057,1.2739905824403581,0.0638690043026435,6.974472510091495,0.7247726222839115,0.7756063142937273,2.2662639497873225,0.18456905265396217,1.325638570895328,1.1901584256298272,0.09703308794945009,0.5657836988683307,2.4663701233478292
147,K27M,179.32124530756275,0.04455692228835031,0.49545372133830146,5.7400449010792585,1.821502559089419,1.4275746899494002,0.046733367830943,3.9812743039683562,0.6707104466291577,1.0816153831531743,5.581695036757403,0.31996502625656387,2.4380329284140068,0.2144066228796621,0.0627934089271895,0.06730399596074862,2.449637237906206
148,K27M,190.7745166729677,0.045353581213723515,0.2889571226043516,3.801735350129677,0.6765681293409966,1.8230543719448093,0.055495063243290434,1.6172550916165782,0.350587673586773,0.8098184770836945,3.8587325298070145,0.7413128457236903,0.46341109835559735,1.3890992354128215,0.0804541685562647,0.04740966133754978,1.4230509277489145
149,K27M,278.62483851177984,0.04349314562323388,0.230136536643187,5.3951542339471565,1.8647038640268279,1.4107447289928532,0.02793687411858744,6.4621435977771515,1.181513332599088,0.0324453114504315,5.09110767800173,0.7481584412283735,3.024035833738483,0.763948471638999,0.06477181851164082,0.906923998699722,2.468144751096259
150,K27M,247.91420955854986,0.037738505506606526,0.4425736540939581,2.6285791095913016,1.5249137301131779,2.4116781623324965,0.019705984555397266,2.408422132271615,0.836589656641221,2.3624580421440027,4.563634187926205,1.4632913291080762,0.6033499521734078,0.8764949517473604,0.03908694985461108,0.4268874123826628,2.9966512308446545
151,K27M,258.45684057250844,0.04675418628795221,0.33784373983184035,3.3746360645834277,1.8975439969401986,2.231180929080333,0.05110127857450377,1.3671843683315363,0.1915949419999192,0.34708248216379234,2.736106370289531,1.003782050988302,1.2611733242644496,2.7440391852844748,0.18208025764524666,0.10060861164248425,0.835560826637077
