run,condition,CF,a<sub>HSC</sub>,p<sub>HSC→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,p<sub>MPP→EP+</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>
54,WT,312.56455178471003,0.018795226346791274,0.3953817550918969,3.479384250006164,0.5986836000175102,1.2211399256021829,0.07340103212603646,7.357135206480388,2.478809816110977,2.7134459691804276,5.8610823326737895,0.4361702041236731,1.3841457377085535,2.002645776804673,0.0810575948979662,0.9614466244985046,1.4359425961231147
55,WT,344.90718450745936,0.016916271320772613,0.4891343564687216,1.7321135467556052,3.9955395882735556,0.5925955885085075,0.015153942239916215,0.5583906920471859,1.5426547090412737,4.522556665580918,5.88536069373092,1.687988313228499,0.6268250535478042,0.7216122737663762,0.08933899566961448,0.7807042085061554,1.187033934967491
56,WT,376.2581425363639,0.02218014534010319,0.4685122310706193,4.307001729345085,0.346136775229148,0.626781005764105,0.07094498195401654,1.5264980243112065,1.0556405211002429,0.3522553993633135,3.317968136109508,1.1155932023490966,0.8704700220735916,1.143802221930912,0.013751825354852379,0.4035122455263398,2.602165362597188
57,WT,354.755586100691,0.018178721476203776,0.34717584050465855,2.2809405425260683,2.2537619163466083,1.1291572423138625,6.337377715896764e-5,9.487066853135456,0.9543355141397454,3.4706216471262294,5.164597962559958,1.7715136455962839,0.015639807935489358,2.146961197380878,0.014197924197811115,1.025913676794181,0.15561958919527052
58,WT,315.901141995882,0.01940731719373829,0.4111845327194199,4.912167301577027,0.3107257973278168,0.9912800716461159,0.09129035334080828,8.068958523452048,0.7107435737119616,0.4886689018209043,4.7983732407995605,0.2203252509259983,0.9614299066512854,0.7009008958290841,0.02008199194310071,1.3052568389174044,1.4289529677392545
59,WT,304.3183026795003,0.01671204282918706,0.45885155914821535,2.291817483544581,1.2356534124914382,2.408454464838528,0.03169047052798865,3.9196698414912365,1.2141818592652698,3.86288598359542,5.817405313187859,1.1330361654827772,0.2870958833979064,2.9183574390479956,0.009159063129186015,0.9078019970884568,0.8140057864792635
60,WT,359.6076928801175,0.019507823443406826,0.26099956695884874,4.185425181635593,0.4841933752887331,2.6290209623049843,0.08885479269266122,1.789804129392444,0.684547078092298,1.0393491811659943,4.664409642956636,0.5793375350604513,0.8944067461580819,1.7167993696728354,0.09960083641385105,0.04042915062119423,1.8187679710157911
61,WT,346.8538209446325,0.021891202878784103,0.30208520165961994,4.129371687154146,3.008609726957765,0.693748403943907,0.05941000927876727,8.155150712259978,1.487847656501206,1.1322822779732182,5.0777434448303005,0.9934643695418952,1.3290620041788277,0.23645244766515594,0.05200610435069913,0.4253314840798432,0.9688417693452904
62,WT,343.08581958346684,0.020853104914223142,0.46063568202260774,3.2180727195976826,3.4579394725636776,2.6121521450751786,0.06532647550848134,9.082693023893528,2.0219930491651392,3.0192681539032717,5.68532347126112,1.9250621925321325,0.5736489385037691,0.3506641034653327,0.036844681914024936,0.3055438521143269,2.5928456033594536
63,WT,318.6455553235054,0.020723568655539187,0.487390180550897,2.9542947747710695,2.402043626520734,1.8769341385676142,0.03272492144818043,9.903809148526642,0.44512840468377474,3.189742433498594,5.627441302125757,0.5642617767116767,0.2880242499596868,2.0365960923429083,0.0033566962748477064,0.6475726384573621,0.3248339290990987
64,WT,376.2704205246483,0.01656944171350794,0.31012396164909783,2.1714804067311864,3.5705896341699415,2.056928151247233,0.03077223639600144,2.666009907949159,2.4104682954803973,0.5727951931735747,2.4666942553385653,1.1707190091315063,0.4949208386501336,2.1110706646635977,0.035524025170210916,1.365485132214779,1.1358932860916486
65,WT,318.7876762688036,0.019371966054961536,0.49097523512307645,5.99611610730046,3.8057673535848173,2.8580592550626793,0.07582511950381166,7.442584813273919,1.6947171469139481,0.49244009480584794,5.917228805613053,1.7972079748369767,0.6685600310657595,2.1258707129292245,0.05092126296708714,1.0005999215310357,0.3149689279964165
66,WT,323.36856217766746,0.021992387693982807,0.32618190491681354,5.571011848246834,0.1888638602342625,2.229713225852265,0.08489667367728701,1.8277633208854294,2.496247405853342,0.786748480327975,5.899091710362593,1.379057527813838,0.47001846503282885,1.3874137381614287,0.08956538936225909,1.2596109992788882,0.721830174338699
67,WT,345.01195760350083,0.003253096191748814,0.42326192217517267,2.758141253893119,0.5752257873795408,2.6643729952420037,0.05069359226160923,3.7337740672954807,2.4867347994016438,0.9202865032638186,3.6186884027485466,0.23765085010282894,0.546410611281417,2.5098676894571614,0.04987694553883429,0.7177358067592432,0.6077588309013522
68,WT,319.4545470586257,0.017573771377222346,0.37444881850106426,4.171752786680628,3.9015581655345133,2.0674917945202633,0.028307554000909976,1.3334007410853776,0.7100090481823397,1.5837450465792946,5.472631967172538,1.9617199318387668,1.4902238050914414,2.9217851797363275,0.013221919019764758,0.05154186879996869,2.2539499095121185
69,WT,332.02933363325815,0.023396128346450586,0.32777179396090217,4.009446006613949,1.3168124660603922,2.9739165867182042,0.09236678411226082,1.2229529734966267,0.8763488530750554,2.2484769258928665,5.787630780535638,0.8971980816387191,0.8749328454547487,0.4973954670428319,0.05110676812404291,0.12182985805283941,1.7341433849159005
70,WT,350.21797860825166,0.017617123407023816,0.24346716178345712,2.672373296980309,2.1463904132879117,1.2221322935548828,0.02119942308306567,6.081645587060604,1.8302419028180037,1.0058730128816795,3.519985659394291,0.5587568333845236,0.828958794868409,2.9879906377925805,0.006786045383934526,1.1614080556336992,2.0906318489798683
71,WT,305.3521702523403,0.011724357949594866,0.4088766520052731,4.210544370231576,1.089612926589571,0.41989337013587935,0.049878364259242566,6.226633312446237,2.9930617651821434,1.5289039464226142,5.466961574032446,1.0587633575171713,0.19229868708565656,0.41205376955898565,0.027206860528874062,1.575112991295677,0.4435364724332378
