nb,run,a<sub>HSC</sub>,p<sub>HSC→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>
272,1,0.018704384939105204,0.18812717670305762,5.408911609928564,0.15108097022684439,1.7601623689565484,0.06438842981135626,4.827344974066215,0.42191748789503714,5.141502113871565,0.7559919226700866,0.005577683145931782,0.7291117890756716,0.05128713813723641,0.07238108746837948,0.5940397285487015
273,1,0.01958739195573648,0.2751279170695672,5.396254402695945,0.1568457540051897,1.7549386160131288,0.05235785015198552,4.803442013111564,0.4784264171187622,5.064309923474747,0.7143104511680191,0.0004449094686408466,0.8030712464488603,0.045444335855194404,0.20403350849520255,0.5720616144519088
274,1,0.016796841487139804,0.3095531909103763,5.4313304168981125,0.15428638577648796,1.7524849225701964,0.09956722961425594,4.808972924828444,0.4460075320045647,5.081325981970149,0.7586510173537058,0.002749670294663247,0.7908981596078604,0.03338427410272854,0.19998980534956654,0.5905535109007586
275,1,0.010961165142284639,0.36627971720856106,5.39431110476755,0.19942499883639325,1.8328543024602595,0.09318613208184198,4.865349272136979,0.5391667375291761,5.120499398892738,0.6441606300157089,0.001133050995731055,0.7624194005396194,0.0261791330758032,0.16788543792781843,0.6269496066686996
276,1,0.007656480089413756,0.33774941519775986,5.3950936604359425,0.18105681499975174,1.7969332482347775,0.08179380303545691,4.8718177275803445,0.5581392748810181,5.205914393530843,0.647545862750753,0.021876659395100827,0.7841683618663533,0.05600145920489513,0.12788823498242738,0.6917708526316284
277,1,0.01492318088246097,0.2708223592546926,5.446452348745843,0.12818791230605212,1.678157485134813,0.06573877142607795,4.844344208145796,0.5042810148874849,5.2487873552596085,0.6296011502287437,0.006628510113971587,0.7859697904844796,0.08456998989748049,0.20403116983466257,0.7197822352690225
278,1,0.009905478998541023,0.30825822728889574,5.483461026334324,0.11294191364728144,1.6625430772611614,0.05962699619507779,4.8047592490691855,0.5821938107479946,5.271532556593739,0.5750188801075404,0.007721958785636262,0.8116288260611588,0.03408434946500378,0.20184620809252585,0.7097183343106286
279,1,0.014468174359823852,0.29493448588899845,5.494544370002181,0.15672840766324622,1.6709445487411003,0.07465792633777259,4.803070864168198,0.6213037879031942,5.292305344447081,0.6079118395725975,0.032502497768538044,0.8172806037819031,0.054471674092822456,0.22411945273079467,0.7521905746982542
280,1,0.016523223402498115,0.16080864803692116,5.5037003060686915,0.09146022885138888,1.7281356307009943,0.08203751163901503,4.790689511533463,0.7500146716348455,5.361335771672333,0.5535114193341798,0.0014359121405726715,0.8414813696986378,0.054081370784942816,0.16980201129083247,0.7397888380767276
281,1,0.017374809329707128,0.13132744985358913,5.4605903532695645,0.07901981053829799,1.7336523604657956,0.052460233094529914,4.872512817906215,0.8284423626337433,5.342727301961885,0.45591028941862005,0.005928377874148067,0.8483016378434719,0.001265217292071248,0.15754082867806032,0.7567118108359225
282,1,0.0044787596737835686,0.11588909715625739,5.361471039353592,0.07844270912882984,1.6463917768169563,0.05423810630803802,4.908749768454684,0.8438713541105425,5.353649152057923,0.37998755439195825,0.018862885462550317,0.7938901684343521,0.007446567762041772,0.14988500241083097,0.7064487901428763
283,1,0.003444762848084901,0.12813162209280118,5.352834332484783,0.08152501682984409,1.7446622853980178,0.09957817274287813,4.887945281978226,0.8308387570994307,5.373350874068436,0.4131466264586705,0.0018902525335673433,0.7938859040545728,0.05312727339581846,0.16276828608222896,0.7195756293771184
284,1,0.004816459241435447,0.14828202965023804,5.394886852413357,0.069865361958569,1.6602834325631053,0.09564540165081338,4.996531494713986,0.8654022959513363,5.3946339270134995,0.4375158222455362,0.011026150261088712,0.69173188591052,0.04393132260137873,0.23169785501000978,0.8034446095221331
285,1,0.010304198432719543,0.11849392564795286,5.41059269763162,0.07224879494237275,1.696254603213522,0.08395999472548016,4.973550858971725,0.8742626507071757,5.374107762837594,0.4318260458723327,0.003918032330981909,0.7010352817949197,0.06853337696840936,0.23064684168646352,0.7842082140261044
286,1,0.01891895733795936,0.14075697418223992,5.48660730337822,0.1089759081938855,1.7429528772101146,0.06926046992397344,4.9682428588077885,0.8893127325120787,5.416493195671232,0.45275408837894177,0.011424596586062227,0.6675855590137753,0.05109174558958255,0.19849304058287118,0.7793249444759791
287,1,0.015222544540530207,0.15141154405346086,5.522132320450595,0.14056550304354928,1.6467064486108263,0.03930901578877836,4.9335191573065815,0.9395499452734526,5.384091786175966,0.45800053443159233,0.0032297621240769147,0.6757639855150146,0.012226594981114752,0.23428232109787078,0.8428625497792377
288,1,0.010004153695503257,0.20028726361191676,5.539052904196028,0.1417671359564532,1.6823734763642235,0.09489156547933403,4.886453553993784,0.9786793693309456,5.429195052627778,0.45263126733972137,0.01800205291405561,0.6741921306158662,0.06342598725696452,0.16307160716293742,0.8685461207685186
289,1,0.01507131110888246,0.21102909204635176,5.488657986868104,0.14685127584656144,1.6423801825819764,0.07870946212750643,4.778272623595416,0.965968804874797,5.39010324448451,0.46534319758089454,0.03299540356207755,0.6901737748997848,0.07751501087338473,0.14337652672879586,0.8100409957636923
290,1,0.0021263538137986124,0.24295210190760863,5.457855702150676,0.1548517200984389,1.6965367886372646,0.05134679330374772,4.759199927702623,0.9633058026915826,5.392700257495894,0.44634590949649156,0.03721766429073633,0.7261581556081548,0.010238113195912451,0.07633301506745312,0.8428843443115638
291,1,0.0012737023114675276,0.20287611544022116,5.371891229011522,0.13905525509433522,1.682913814373229,0.0597230781446655,4.71227067650184,1.0222550824128822,5.327653016642537,0.44675988293573526,0.008936856229580478,0.7251210534668847,0.03967576176223561,0.09512698931444544,0.855205437774428
292,1,0.01424619301788628,0.26606656080927554,5.380312428970409,0.14752273277935155,1.6335408943878456,0.0899591518024425,4.775407245719495,1.0482956694356411,5.240120841058834,0.41699945455981424,0.015208383475970182,0.8066359166098607,0.04862969075011246,0.14772130529403252,0.8323107088853694
293,1,0.005662685673343262,0.29562800134376527,5.372716429651323,0.17511246963624502,1.6107554007084475,0.05607102071964385,4.799427189832843,1.0683977454902216,5.276837341410515,0.4063343948103584,0.027766339889611392,0.824492461225375,0.03704109043465811,0.16848086724795935,0.8737813355764983
294,1,0.002282845918987619,0.30293190355078237,5.3016971635525945,0.125322077598792,1.5774387499193703,0.053384818472943206,4.786082900680807,1.0810544592459976,5.199307737621594,0.4938584018320911,0.01996599845309737,0.8262942009519502,0.0043028038062151745,0.1339898355222189,0.9581038479451516
295,1,0.006558730355978448,0.3282118176643071,5.349011930752431,0.14185463679108032,1.5972348198629245,0.09128286331575183,4.865021958778652,1.064964464011074,5.185903091777793,0.38905904263452945,0.0013100159656520868,0.8049239411011361,0.012241227933842282,0.08179547047527085,0.9670491544906121
296,1,0.012834836695031158,0.3791913148104578,5.427469587421475,0.17455067663349075,1.5990259515826541,0.01976266271047459,4.884535947577644,1.0906152270223854,5.122988425314059,0.3520119446104512,0.013572664893202828,0.773733274551193,0.013655352344575607,0.10128626046733555,0.9491571757969626
297,1,0.010117137275307227,0.38929297760016895,5.390403412381113,0.19349915909656906,1.6574758160232623,0.07046149081953314,4.896013840331051,1.204987752421229,5.153122172141786,0.33400557833666866,0.04450522887205061,0.7924560700705892,0.03580117092036875,0.05943829194580024,0.9983696418234028
298,1,0.005643754449332244,0.3886716182501087,5.377975872460761,0.18891870049256657,1.7415432982643353,0.021113900537989026,4.985683719923395,1.1459398739164097,5.168919811394916,0.27912164470914225,0.03958875633078688,0.7618473026280802,0.005677735827648826,0.05165584381267991,0.9974093801637658
299,1,0.006359921215683316,0.4611988029946486,5.4075899760040995,0.12347022246510063,1.7077399250914038,0.020044912312409735,4.90860709700566,1.2056268690504295,5.129917105057102,0.29216731262032564,0.005733857085870841,0.7205371498330951,0.00023314235007565676,0.10329958304239055,0.9944180754344649
300,1,0.010249165124672244,0.39896632662552195,5.35027936280993,0.13589410657258438,1.7517552883069913,0.055260200687759574,4.863575968698175,1.1248393175738205,5.094686814537682,0.3569119172556405,0.028000746911541453,0.7162394004385372,0.026868388662108885,0.07256658735895387,0.981579109532793
301,1,0.01662034981093363,0.34121712970476653,5.278094766099699,0.09328320826081199,1.7188427550493333,0.07630449035961935,4.916072456595075,1.1330713789166746,5.01492723003301,0.37142329051808515,0.009409029166179582,0.6958230468134218,0.09158250565981194,0.130555796661062,0.9417019838822035
302,1,0.0033552689500138773,0.3355243110340243,5.246649056223287,0.11561288383362237,1.7629750991246762,0.04558537814665403,4.831080494949686,1.1204132843850887,5.026474288356011,0.3070525299126293,0.0029823056674735137,0.6628997003700113,0.03177470508020478,0.03249169310858492,0.948575513210361
303,1,0.011477746664870237,0.3490727523367581,5.203030136008782,0.16333458839504728,1.6919308087725577,0.06925872904379991,4.847840552593937,1.2221275289036075,4.977804275528266,0.2630809101368945,0.016258897926789338,0.703762532256618,0.01963913493275463,0.04012714240147187,0.9381204640684935
304,1,0.008032459945970816,0.4226938187650411,5.216896710380101,0.15080006360055118,1.6603931844073392,0.04771805103521306,4.9408795222101825,1.23170278299334,4.9430709574592635,0.20083376363393507,0.01975919852791178,0.7572403023517372,0.03316117178144037,0.07205612616208705,0.9538940749935314
305,1,0.009053715201906858,0.3773921090252472,5.210499148619365,0.19133891103675274,1.703771870148504,0.05156368235400764,4.8665566617617415,1.226381835512452,4.913062794842914,0.13043959077216646,0.03279736955702115,0.7226854875822721,0.038697071033039716,0.13411666271724929,0.9363574651772055
306,1,0.009626606816108415,0.4104766786367011,5.188260755174884,0.17372842680527328,1.6909086099071937,0.09714872175922357,4.853469023034102,1.2421210386217612,4.946329040038621,0.11007800226470929,0.023868152197447187,0.6872600762508915,0.07883373297653835,0.1424818035846701,0.9585439499254522
307,1,0.017218406440957585,0.3751741836165954,5.176202426483889,0.16700596279683622,1.6837264667591523,0.09892941332258216,4.84436658247404,1.2439678645316476,4.91488988642574,0.15412986423126862,0.016033667849391545,0.6537754453257498,0.041461470719302916,0.20222952952764808,0.9820666024482058
308,1,0.0060298250524746105,0.3552043636600246,5.122812800005441,0.13618017645569602,1.7260964380793695,0.0807192574682398,4.902810253056355,1.2453603329005771,4.924299373447058,0.1925871279287201,0.003279566735291869,0.5658479388586976,0.028849464087536598,0.25538361034346824,0.9757198114064468
309,1,0.005483435322371415,0.31173758498664084,5.018591126761452,0.11085386174708269,1.750431940359672,0.0919360971406817,4.989584919159067,1.2904573605798317,4.944787027377292,0.1575078223343613,0.03113551296724851,0.6067201758921993,0.020388250387905378,0.2828129207417752,0.9555484372435619
310,1,0.0002681149109270922,0.2660214386900537,5.036632196672514,0.10417051008222375,1.69757391467246,0.038292123053706884,5.048937316485773,1.2395791852955662,4.9450272251572684,0.195129222285745,0.016225351175652065,0.6294630660590951,0.015179219144209397,0.26576897510512554,0.9456894667061384
311,1,0.008817805681030398,0.29589917770400936,5.057128615393561,0.13720827021983922,1.7179330055166158,0.05885795959001353,5.065126622739106,1.248754064917495,4.906963023673449,0.18536312210074857,0.02893472394861914,0.5817591743096141,0.011507864900950782,0.27380637296624116,0.9797289769265252
312,1,0.006253376950839651,0.34757775497349286,4.991659458877875,0.1358203501284268,1.7045642187043386,0.08317827237149326,5.081015424102307,1.343169001699153,4.867746008133956,0.15574074793697976,0.03115821816644453,0.612920755766532,0.010073189609313573,0.329525755459565,0.9391218686050612
313,1,0.0090167226520723,0.3579736674466142,5.025562819816052,0.10376921572463646,1.7602311366771437,0.06175778001567701,5.073130064153769,1.3355884961572957,4.806879738409467,0.20865912620736324,0.009493372493859106,0.6582672266323033,0.05169759408494402,0.35188513155994616,0.898197066747327
314,1,0.016316660064914893,0.35070865909468646,5.052595209645993,0.17801965638607806,1.8134445457813888,0.09366101262426768,4.96805692798255,1.3488042117216905,4.82747688559571,0.27558756420756664,0.0014943846178181199,0.6125768795775265,0.020922805535778834,0.40734798945107337,0.7821986234643376
315,1,0.0075821278206016475,0.36705340052392466,5.079597909658243,0.17307252886826843,1.7653471121225321,0.08671745065900835,4.9408287220838725,1.2916904647045806,4.890930471563398,0.2882328539971222,0.012915940195734893,0.6138331552710787,0.0518726567679903,0.4251680112540444,0.8608152393135824
316,1,0.01365467311077046,0.37295233840471154,5.138681625960111,0.1397471207720524,1.7468339476060644,0.08527745073755433,5.055788338080366,1.2990676910661085,4.843149471890595,0.350816683489399,0.02125150404049411,0.5680894376865274,0.07576936391845047,0.40606896655343855,0.8234480914499326
317,1,0.010017680106331465,0.427593548754312,5.10602435258906,0.18867512021427593,1.6709420404584527,0.07403061522990022,5.006481093365521,1.3238576104793007,4.849128301062046,0.303867207751859,0.004091084278257708,0.4622391041780671,0.027802537725146508,0.4228221738274809,0.7665459656677391
318,1,0.014993235503364477,0.45067413846482,5.1274406305097635,0.16164018091731244,1.6152304953526118,0.09894639887782858,4.994766202353366,1.255929143361438,4.813252750431096,0.37769762125230505,0.00228797470942764,0.46640185856180283,0.05009272749858709,0.39928217305567654,0.7857793565165174
319,1,0.004018399741843861,0.47033197332614546,5.069318886221462,0.12247996882636909,1.5512872273123293,0.07032392676238801,4.886312469254419,1.172058896584018,4.842092960598537,0.3728681281600852,0.020520261978763867,0.48487998925103254,0.038566550275717315,0.37876943784805545,0.8399436110274697
320,1,0.0043085482100305396,0.44502746366819024,5.01955207876914,0.09929137932994743,1.4928089087959007,0.07022642921001576,4.829858003076827,1.150334454660388,4.8247549416649465,0.3582456565202049,0.008787612005189687,0.44902277649299943,0.03760468116224322,0.379605619296088,0.7815690776244544
321,1,0.00823042709623164,0.45938747616332803,5.120376954850557,0.08570744746170361,1.4600449156471111,0.0996019378678023,4.876061888467977,1.1007087336248944,4.797972979309835,0.357501867416073,0.004670946236716027,0.5169791852758423,0.06529238821517079,0.4138732219993137,0.7395989514387231
322,1,0.011274641088772479,0.39697398251493626,5.082803266915038,0.11919187159146614,1.4063966440809637,0.0521359584564651,4.887184096715532,1.1169728374355705,4.817382895430943,0.3139621533154949,0.003385135582579358,0.5958239599275805,0.053587042282133124,0.4313907049443075,0.7672157241300389
323,1,0.013636429045660977,0.3493025273148928,5.002676559351144,0.1466741169245404,1.4499024638142468,0.09841100252001624,4.900319456694276,1.0997371556509945,4.818563151233482,0.31237710217666625,0.008834817344484302,0.5358106328119143,0.09330495434337517,0.43925487943333674,0.8085279033314348
324,1,0.013060178449446557,0.3220592690153424,5.031924648214603,0.15716225416954918,1.5007112317735865,0.04248777260031013,4.972390585521425,1.0627744142044875,4.781043768922957,0.3138316485851003,0.021848270979235997,0.5524836241675387,0.018939719208171835,0.42304145352297146,0.7851007812097623
325,1,0.007746588875204836,0.2728470329715818,4.972046967448021,0.16501768576843903,1.4684513242944643,0.03557532480268037,4.954892150100326,1.1287944409910462,4.807084142555531,0.266616042259966,0.018331104056867838,0.5986351606981818,0.03152871061189154,0.4656598229708777,0.8087331658093618
326,1,0.00714166099081239,0.340008255773801,4.9586770079055515,0.11674914463003132,1.4424745294987946,0.0692158406232849,4.970352474861132,1.1350644342777352,4.781579229221566,0.20346889267411364,0.026323614441610743,0.5857241105680356,0.05960062386986543,0.4596059437408519,0.8402327372156523
327,1,0.0004896197964092387,0.3286221036915733,4.970399172616312,0.05385887095885196,1.426324438774106,0.06350812222619795,5.0059183773963145,1.1046608678172725,4.8829626924229474,0.2112134420403004,0.004483254129225372,0.5807933827972558,0.06389555586709068,0.49921308094592876,0.8073390715239366
328,1,0.00043626660199012787,0.35977860830933867,4.948247593257087,0.12007401534106688,1.3962912275453032,0.06630999843416331,4.905652877614024,1.0602799620414738,4.857031317730023,0.25458130230774173,0.04306164984754531,0.5353918359370574,0.031470848298369006,0.3623711108863659,0.7360897036267205
329,1,0.010277651254689622,0.3744028714907348,4.976090409934102,0.16026874873302696,1.4474201539415807,0.08864053365958102,4.864879114045512,0.9822987444148152,4.777961669169186,0.18450089706840198,0.03218804319970572,0.47893085719674555,0.010124062350575096,0.37420621851956554,0.6604651719799499
330,1,0.0027246614612755162,0.3995804570641538,4.980039310537102,0.1561500625930069,1.4664597607734566,0.09636180606916388,4.8420427453446795,0.9913424322908804,4.827340151603624,0.10674684422677944,0.003374705826635163,0.46832041316938533,0.012145375256811216,0.3441166247346267,0.7216113453561163
331,1,0.0031477237354101736,0.4047839713051811,4.983204433571167,0.1985516305726258,1.4237246422450538,0.0811499325210437,4.815544513682123,1.013214161757347,4.80983120936775,0.053017228907602805,0.03635977378277929,0.5530254805080657,0.0402509404810229,0.30456532216355703,0.7250970211044676
332,1,0.01081468940463453,0.37413375359844414,5.0243159607841745,0.1938646449883599,1.4651607433475617,0.09831940702506801,4.765267973237027,1.0447934599808417,4.857546100999279,0.07583704768167687,0.008783890446052347,0.4959303342940552,0.0935161032171037,0.32910893035278255,0.7444434395915156
333,1,0.008452450071495901,0.3183104965533733,4.931276483180936,0.16520671814259327,1.366463674457011,0.0893477869461285,4.787072564947981,1.0021989358694234,4.78409237155419,0.0828603330740447,0.019630049980787274,0.4524370507683914,0.04662431720038015,0.4100404845511716,0.7726938902814019
334,1,0.011569138839370526,0.30087868022132536,4.935371516280819,0.17606207709615937,1.3444553967002804,0.08591491029696179,4.888286663941205,0.984144379612779,4.775420583255326,0.10711797031490268,0.00954361523191614,0.4504196152530981,0.033672220002552516,0.3851712635081974,0.729426826410273
335,1,0.01051519522589633,0.32738459404380155,4.891645043168149,0.07694048651510645,1.3536619612475225,0.09238101667091227,4.9366282945928095,0.9789163874200164,4.733443903928864,0.053527284012808304,0.02292002888134667,0.38877507520556337,0.018767577795999902,0.45040621690196225,0.7406469332826929
336,1,0.009785359715686393,0.30668204651533837,4.897296778715769,0.15575171298179316,1.3647404110502381,0.02562465510596944,5.004175441645278,0.9666760496112913,4.716720521098568,0.07257247480518034,0.006741897668651128,0.37989684838987037,0.018568027780390173,0.45776519064765475,0.759955374310444
337,1,0.0014336632268809263,0.27165268091505596,4.905452938163776,0.11208594645208828,1.3963035743887926,0.032503067725882184,5.033909888922397,0.9218073589428273,4.7882636562484535,0.0654653938947616,0.01970739029311696,0.4926460180898889,0.022447271165348674,0.5216071559252266,0.7273390792916219
338,1,0.006842488545152602,0.2062933721251468,4.845741809988965,0.07026587832242571,1.4580914512675598,0.0845895865713346,5.001045446511715,0.9529375425807036,4.803498346381314,0.08500637775988787,0.020811846165375188,0.43061648436665073,0.019671347958028395,0.4821712302752924,0.6274760341028117
339,1,0.0060747201393956144,0.3168387468297864,4.869503704579253,0.05115050057716457,1.4442157280112091,0.08359048637434603,4.973263393332061,1.0157959101700338,4.765991994364909,0.02338036673416847,0.005839727099588258,0.38208961359885735,0.04115492522886749,0.5081560446171021,0.5556811650502304
340,1,0.0016296257547671004,0.33669445324193414,4.821107260259333,0.0466595752444212,1.4831760560996434,0.0587847109015992,4.921147990056081,1.1299715270046826,4.706258810622756,0.009038600147327878,0.015694062052248697,0.4132753028558042,0.012214956174514428,0.5847741557215482,0.5307097019443954
341,1,0.003459723990424925,0.3309827112921938,4.839110998740431,0.05936189524351699,1.3957483860817201,0.07296774010885641,4.839090331235062,1.0975879661907837,4.694476278622522,0.007870621250264921,0.014726266275023164,0.4590850931259411,0.026665786585689025,0.5570958880068365,0.5983998224304533
342,1,0.003098112017268668,0.360174670607172,4.85134164103924,0.09917182851246556,1.3381694020937673,0.08808835921839361,4.777503944007545,1.0900681265309484,4.7482178725988495,0.08126960068533473,0.016629968518617814,0.5331522720118728,0.04623450340663846,0.5231574785247817,0.5917634039729074
343,1,0.007721630425485545,0.3223236589780703,4.923657072142593,0.15026906176656762,1.3233664494051163,0.06174023739855924,4.800671641062358,1.156812604195355,4.750713036318928,0.06757584843523726,0.04211400436868842,0.526065961569236,0.010905568150219347,0.5758921420168746,0.5683603394592208
344,1,0.007078367181759544,0.29509324548975197,4.856856211082353,0.15749805942402229,1.2619041596783236,0.029450397037953827,4.8492564725445,1.173194927405954,4.660082906094467,0.006335132751780916,0.044092970500997836,0.39304701479607607,0.013148564200103605,0.6382523404413191,0.5918140981252277
345,1,0.009836430125745262,0.3964851535549325,4.902627560271161,0.10607072626060086,1.278354389642514,0.0375423243786501,4.887344522354442,1.1791700695996596,4.646196180748773,0.057294948414007424,0.034143507796349934,0.3625187345241218,0.04163395758878069,0.6365420437146224,0.5849267925708239
346,1,0.020341511779484688,0.34032111781266633,5.01143828540772,0.14806780653210586,1.3323254444430706,0.09348459956419249,4.888793209107095,1.2465709653345811,4.622302756444565,0.0899619479050619,0.03307928849042724,0.31155254072982164,0.05342628373929847,0.6314081350163846,0.4859566410521253
347,1,0.015246148968237437,0.35124853630055186,5.005798411552121,0.19593166314381819,1.323930391187324,0.09115643179985154,4.778967083233432,1.2684016019722415,4.652869110011912,0.06076408241387052,0.032948865604418946,0.3438980444828154,0.049293416943022146,0.6389345944640471,0.5450123371556074
348,1,0.010481786982930102,0.3097995927398808,5.100036547856559,0.14532494495901607,1.3243685489657255,0.09498655861880233,4.879602779768293,1.3682498464528032,4.703638136617864,0.016437781272653565,0.000641211386289833,0.3806323546070411,0.014785620927496173,0.6806122492084198,0.4832971811093025
349,1,0.01576935908108313,0.27631942032586715,5.036813219841841,0.10433337124575649,1.2779554376825901,0.0815448024870576,4.9148397484538435,1.3091119993074145,4.746339128604953,0.033560791281520265,0.01404930413724092,0.3458663511076977,0.02379513482265919,0.728917621194803,0.525531668089911
350,1,0.011920325245548752,0.26722020844868327,5.0663368410665095,0.12530277143976268,1.2677233408924897,0.060322218096877926,4.887467961466928,1.2645240923985428,4.817406154370819,0.04541878381592925,0.007170978199424022,0.41301924552329894,0.040696759620046714,0.721931356034284,0.6167010435615509
351,1,0.01770713382996862,0.24037693548599534,5.0719158853242945,0.14892090764901847,1.2826212949766518,0.036797445876087465,4.909937806222091,1.215624284196029,4.86740823682665,0.004637723876066271,0.026916228891250008,0.45084667132568845,0.04606139583023057,0.7232637691303236,0.6060014448010143
352,1,0.014924977527149393,0.31877729380283765,5.1745705565050315,0.12240393097758659,1.286370537526088,0.09516224529305504,4.850132435140666,1.1876073807701897,4.9244565467734525,0.061675073894747565,0.031067269422830328,0.4196625007715253,0.0540641076486081,0.7499417943358796,0.4642705225660249
353,1,0.0013038382054534287,0.33422614895690606,5.176604906730308,0.07428001994799395,1.2904919640182357,0.07477885094726203,4.885857311593354,1.1653181972032194,4.933844065314576,0.1254179510021492,0.012256931306970717,0.4286298333163366,0.008767128732503737,0.7356943063191269,0.4605861828032283
354,1,0.007498073364526451,0.2943909266531342,5.182998470698379,0.0714654450791178,1.2701703979835812,0.0017678925070872113,4.763675977489093,1.2169287501121795,4.952732101186809,0.0968410327430902,0.0038410324394576416,0.4165599363660063,0.006426635812273414,0.7704602218350856,0.5165715772449445
355,1,0.019110479512992447,0.33116128555018837,5.227807156881371,0.11904539605672844,1.2062525203191463,0.044706159806378834,4.666950636974903,1.2189286353452078,4.857692575231557,0.19158392825030063,0.007815080493251874,0.4500688896458083,0.050483673121790036,0.7393332916799373,0.43451990164290427
356,1,0.007279000403681483,0.3456830275951498,5.2567449305026335,0.08769488026005072,1.1518663730559506,0.043372492160574434,4.584706057109131,1.2840074087716766,4.859990533845022,0.0721373889832943,0.0036949692750861034,0.32379670974048036,0.02303834813030775,0.7240987316217727,0.3888308006387355
357,1,0.007869678156413124,0.32649192085811274,5.218851420132911,0.15095602021776564,1.255839570182422,0.022456484682298314,4.649872003103752,1.2240594423551854,4.897763379361908,0.04863435737450616,0.014426820778736346,0.3066773041304841,0.017848024187980115,0.7130269645334532,0.39881864745804957
358,1,0.0021807397901762384,0.24878092954726405,5.161926903226584,0.059276632604346804,1.262116290919533,0.022198223362497715,4.651470874131131,1.3429141010170367,4.892522988850274,0.03592157671232647,0.010313066404706937,0.32256600872014496,0.009437668353931986,0.7379959857008872,0.32350564540002297
359,1,0.005792210260457827,0.18795378818990136,5.082337815016319,0.10924594247618491,1.2020133193180618,0.06497176719435091,4.690041988426638,1.267128487745197,4.934379795751002,0.07802935164354632,0.014009424380878844,0.3680631101391393,0.017248140937385796,0.644082743689957,0.36494406523892603
360,1,0.0046113706899695165,0.24564994006926938,5.085137709524206,0.1334599979223558,1.202403670003863,0.08926808641105606,4.611165152161121,1.2700433244966238,4.894537728250742,0.044161976869520315,0.008149261195050087,0.3158649559661279,0.009821728014565276,0.622343352967341,0.31708447544992
361,1,0.006095640093630966,0.20966883891962812,5.116772766749026,0.19213802982358047,1.2223391454012498,0.03529184754270999,4.631748939187674,1.3224952161078702,4.840026929260973,0.04379855504653807,0.021255691247509395,0.2753504493507334,0.017500347039662578,0.6846355540301472,0.3557433977967182
362,1,0.019583312118319762,0.2295845266054423,5.16275399532127,0.14230484946094446,1.2622844067798116,0.06313752386957559,4.671892390273071,1.412618527464507,4.783540972274536,0.05346454175777294,0.007368395706052657,0.3353741779782984,0.05459371414982965,0.7117907375472167,0.33519256345558346
363,1,0.011984352987053729,0.23137985213356357,5.133846439579255,0.11793930058647985,1.3491927595427002,0.09096026244481807,4.803333264621946,1.3555239949967908,4.8400541699914985,0.0697965170224955,0.014771422751849629,0.4335705624176482,0.04614603817546964,0.7513848155664069,0.3015395748450677
364,1,0.011820604507306468,0.2236315816784933,5.1200208721872835,0.14126112713967118,1.3772012293984557,0.0902333716294182,4.795145357182882,1.346838759000361,4.8510285178594845,0.04321590270058239,0.007648526613551069,0.4450133728033496,0.05183914599725106,0.7177764847170701,0.30890719877942374
365,1,0.008507892291063052,0.19995546781106366,5.125523654349575,0.11928058041983158,1.3460896592488323,0.04235687859389642,4.8804588915137925,1.2934725599723695,4.823971522530814,0.08337536194449888,0.013885348770889911,0.37994442563511954,0.020547757665500287,0.7553891300368705,0.30009198200324333
366,1,0.014203146147090505,0.15297932769898517,5.10866477987366,0.11928177828653395,1.2933967066743235,0.06617679116335423,4.876562440145889,1.2882634193298481,4.860566723041067,0.01047708214555795,0.011575041691122306,0.32321188892220615,0.031069507044426594,0.7265103052158138,0.35281813452029454
367,1,0.020493941362666555,0.12394852442765068,5.0356522526140735,0.04883463321289784,1.3228724002723278,0.021491529515180567,4.777856074131761,1.37752285243631,4.756329870428796,0.02796562910501797,0.004052762282233017,0.28608101307399947,0.006749913232298619,0.7362266896982635,0.32016681106390305
368,1,0.01623366063057027,0.1481304086127193,5.028517976544575,0.08692667569532275,1.3466261814483094,0.08031533298492442,4.736570640328622,1.4165873217781528,4.810499739924957,0.03632899532393644,0.0015225916622783155,0.2793377702681298,0.007671268274612883,0.7452324854966043,0.32696139421295384
369,1,0.010933319164623145,0.14949150690961005,5.049835745138106,0.10658345577452619,1.2870589725481025,0.02754821809552211,4.616970782138344,1.32866962063396,4.837960114401871,0.09850828348642812,0.001563338561458501,0.2996132933394858,0.015126668775073368,0.7373628598459169,0.3897769063791691
370,1,0.0143311738404835,0.19153396044407597,5.033036462548496,0.16921535407854313,1.2904934494156062,0.026726027447375227,4.553328756464888,1.4184529202781684,4.84141462667264,0.06748251686941041,0.026822137286119832,0.3118038232132083,0.021532346727840435,0.7217723323069662,0.43956889009281896
371,1,0.011253425196196543,0.17828103830265613,5.0480475410002885,0.1835981444798191,1.2304713374382221,0.06916258908537676,4.590155008719603,1.4623642828097392,4.874283418940682,0.07102087710668663,0.024959764836736942,0.32652040611386157,0.038512167937792365,0.6736001941392221,0.509813727319061
372,1,0.012930553354303183,0.1802019087128616,4.963983722495738,0.15979374179099526,1.17877419093598,0.08985702778377155,4.5835582214744175,1.5360221989082856,4.886034083571682,0.08874528842109604,0.008574635266017478,0.23748817449788054,0.029709702644905623,0.6984161010488861,0.5093253937841881
