nb,run,a<sub>HSC</sub>,p<sub>HSC→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>
62,1,0.0020956401921850875,0.39340333885644774,5.601326277311587,0.05484359259414116,1.865514929254208,0.06220493768245703,4.399304781285114,1.0124348887123902,5.420148254048382,1.1246469911372279,0.004634817055997414,0.5002711875928365,0.012548162075129954,0.2372584122809103,0.7356646938015283
63,1,0.011579305506718249,0.36310047032519166,5.554981905872755,0.10038997773509056,1.9095687327685513,0.08957612858808028,4.44275836110908,1.0688994033658994,5.3848449678782195,1.2218148376627949,0.010356105519361329,0.5359419476689616,0.02214061774394129,0.2910152694862753,0.7475212457855651
64,1,0.005210933898030319,0.38913553447623944,5.573211363518445,0.0952932238273947,1.9045960990368773,0.08382896790988928,4.4540555491250915,1.0467577696478358,5.434381562419326,1.2400837939447764,0.004381978763570191,0.49097727026183974,0.02097050205097087,0.2960066822342692,0.7683565893941559
65,1,0.0042863212822709315,0.4979077625000964,5.578651798530675,0.12909628353464694,1.8412380031353295,0.088764996542222,4.42833461169595,1.0515465615202086,5.4052105446537,1.2707448016380607,0.018270828919046685,0.452557349901763,0.055103705542294976,0.31251691860980657,0.7778686559610724
66,1,0.007903312362265465,0.4491613398728718,5.627691697105932,0.13314002403482456,1.7366305160421873,0.07455182859405518,4.38594409193662,1.0193476078180752,5.420728457399416,1.1897320886132499,0.02307227406627757,0.4662529152524354,0.040221450532652976,0.2705966038820984,0.8172335484460271
67,1,0.011962881425373436,0.3561744302730487,5.560234926229578,0.15969943472075593,1.6876272394519676,0.08384616009568865,4.356178690853769,1.0256776165672166,5.346721742677361,1.1666442763580152,0.002708390310290453,0.4979242400270344,0.042341096722109554,0.30931093285327865,0.7455162965779135
68,1,0.009259890180515342,0.3052510179005379,5.5614204830095355,0.13596092395253798,1.706072679328439,0.07007416350146281,4.280418099862175,1.0480742196139536,5.385599590322017,1.158827231478469,0.009601313465601913,0.37955607458588764,0.011043482378772266,0.4277387328080702,0.6833406851779872
69,1,0.011522080628386833,0.280043913989257,5.543385705459987,0.17855459945604168,1.6942489220048844,0.08819000381734832,4.342840924285871,1.1016208137467127,5.4019306119866135,1.0934068491853766,0.0338909708580104,0.3238578962319533,0.02061166794364003,0.3877961142302876,0.7004203721548856
70,1,0.018384942400809703,0.29996163531319603,5.638290972010764,0.1660811843361793,1.6209333929233156,0.09436702646593018,4.38412207061053,1.1229686852723617,5.4221179718202315,1.0418007985285942,0.02466751337777753,0.3654342143205615,0.08655046065863531,0.41253000150811153,0.7594219753162166
71,1,0.00758253657323455,0.4355466560341359,5.63300360830241,0.15850446454722192,1.582668151021886,0.09149434686287115,4.363261479540225,1.1048909763894543,5.43386709245659,1.0870592463795206,0.013374208921474683,0.39003827113246314,0.07621248327775063,0.4543264673274179,0.6901493750290565
72,1,0.010015410936886796,0.4222239246420843,5.677768110680089,0.11524164222136589,1.6401262267071428,0.0681630399259734,4.32357303273794,1.0498221635523775,5.429731993702787,1.0985591069925797,0.004626890258091894,0.36335681511174656,0.021523608961296008,0.4373326196037828,0.6367319131526434
73,1,0.013106767219253418,0.3514049830747158,5.731407011321642,0.16137979201073707,1.6756861427963194,0.06913758774210223,4.349126561737797,1.008969857218526,5.474492237007202,1.0595827191099227,0.0045384195105599165,0.354880676680679,0.012074877127827559,0.37006162585060176,0.6430486406647552
74,1,0.011121114882491403,0.3868303955139873,5.789711141322902,0.190211993870668,1.754996814896341,0.05216254884386068,4.324114226952211,0.922174528842382,5.5058974808492875,1.0783907297250455,0.013190556256610173,0.3486949129524559,0.029821679799047034,0.3784889692270737,0.635815887178626
