run,condition,CF,a<sub>HSC</sub>,p<sub>HSC→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>
82,K27M,185.2954512137394,0.04367337309227137,0.4008654606331506,5.988305018616582,0.9588325684043594,2.027704745760127,0.06864666976372105,5.02703385011918,0.4233398817815483,4.841012878800338,0.2058714321767754,1.0060832510647217,0.6185834750846009,0.10211678379134437,0.38949494248950545,1.1456891034386296
83,K27M,176.933801451686,0.04391389840205026,0.4720141830019721,5.67374176699237,0.34646550181799773,2.4858357211234052,0.06896599687657395,6.599578200278725,0.5874561244302672,4.428999597272245,0.08107438693001799,0.42679608346370695,0.9516501719535658,0.10600331846631235,0.2695525685108235,2.048227105990972
84,K27M,177.1338655164671,0.04390085543960566,0.21845203740246266,4.515167578756408,0.4015649121298914,1.8640785663343529,0.05195146587768341,5.2882712538726055,0.38840426336932216,3.9738431348009104,0.0582340445679829,0.4939600940648449,0.15259232675709491,0.06972431691546432,0.32590528054073975,1.2842898249569747
85,K27M,176.7330154528547,0.04387303436502263,0.2889643824011936,5.859248341314643,0.8047801817238053,2.071576044595603,0.032899130325260505,5.428293816927938,0.5204068378385436,5.09287191283121,0.0685030549859863,1.087421381651887,0.9842408564423193,0.02577747945680435,0.14235061848251662,1.8917942108776145
86,K27M,177.46445599844554,0.04407993620127008,0.43215598222535806,5.235987654482423,0.8480134094595382,1.789993807186816,0.047104448397461855,5.476537983167224,0.42374773852374564,4.050963601749853,0.0187987014123238,1.0731952356638936,0.2601873951860094,0.06655440829873316,0.24408992149437553,1.451069728662677
87,K27M,262.2142475384369,0.05013032398429533,0.3629341859411068,5.6114441753003526,0.17340710484762467,1.4240739440024228,0.049629413068920686,5.532117817737269,0.6228030835329009,4.168910698825654,1.3657742215763893,1.665808203403179,0.6621792547884899,0.09475095534880186,0.4534306959772194,0.974533779908297
88,K27M,248.55684798845957,0.047024175836612836,0.20218947076667182,3.7230979342625856,0.4846741513903192,2.2967299331643867,0.010205483664078085,4.392961152999167,0.23259465437479543,3.1576791623071565,0.8640142616197887,0.7758974620386843,0.4858543900772494,0.03634782674116588,0.7168267621685751,0.4460679924542372
89,K27M,177.0131360769945,0.04389980889692189,0.3543741536917092,5.662115017262163,0.5124528999657819,1.7465225446679873,0.045177037803814345,5.241001835901045,0.35643855811590336,4.708539117030805,0.5525453645759177,0.6372235113555219,0.45885543866133394,0.05098076416232833,0.2662907567280872,1.1917544383695469
90,K27M,294.1783013880718,0.03930452186707474,0.416494365207828,4.959960079492506,0.3513336939835239,1.1331888246540507,0.0375663218859656,4.054608386501551,0.2394103467087043,4.187713999789519,0.35377614673377766,3.9420364229715137,0.6662126380479774,0.14527711825386502,0.7747129613856731,1.5381855960943618
91,K27M,177.06366259409705,0.043524421700013936,0.4812415599829217,3.6095418992784136,0.5274493669069715,1.2526502162855546,0.05919735944055853,3.5476678600636906,0.37789374956735633,2.400355850040343,0.09005601820786702,0.6744366831944336,0.41296545724324263,0.08914355546611426,0.042232741519971986,1.290221471186701
