run,condition,CF,a<sub>HSC</sub>,p<sub>HSC→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,d<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>
41,K27M,200.83114442651583,0.04190494811291007,6.07495861205665,6.312573169574515,1.2689364670306784,3.907075959038573,0.04431031968821065,7.054253904742772,0.44402209572854967,5.741389152357317,0.644899866828721,2.237172556266713,2.9317223292103822,0.06797632614253973,0.2619264584914038,1.3931189988277042
42,K27M,177.09065288570824,0.04374016615716724,4.161096824453887,6.603931638568882,0.259150289329239,2.9921819328919548,0.08487307416096714,9.30805410468765,0.9096190042734323,5.290535597005765,0.08650340646796303,0.3330492509298926,0.025697073509433788,0.13420653045962475,0.26759438163257065,3.1935408108401337
43,K27M,179.20624363085795,0.044538278972097514,3.7101625446575808,7.880775557135367,0.46903442416863883,3.6351882935122197,0.053377254320083486,7.788480993720151,0.7922404512272634,2.6593693362790845,0.1843614542507837,0.5403608312631275,3.846485169827514,0.10014587540085954,0.17233974497135285,2.8150253420355495
44,K27M,220.05140282523087,0.03831862009023898,7.037727496370197,7.224945011651182,2.9247683081286886,1.7568209602189917,0.016232023798435254,3.0877487351459116,0.49572239919749705,3.1156324528060937,0.34412882987417537,2.584020670016258,1.1256912249744495,0.02051263149812064,0.06985613238277982,2.624243502002357
45,K27M,178.39667448667566,0.04409997967836652,3.317211894034594,7.368436039597553,0.6635557066853743,3.007584508060979,0.07489419355013026,9.353215941702919,0.7771383012843918,2.1428068617737788,0.2952528916927921,0.7844109489547233,0.3214484556539634,0.12273001073190931,0.46501039657604326,2.391844574418248
46,K27M,176.71993119826158,0.044215308043969705,2.76985531242817,7.062679434785151,0.8909937652978644,2.8396934402882485,0.025208612445702293,8.407208815907357,0.4745985174516961,0.9878790776486659,0.06657505499362469,1.1695804458211465,0.19194872232772262,0.015337117092220465,0.5679312155943489,1.6929489700694769
47,K27M,252.25706113639401,0.03420951950318933,6.284060439762869,5.782567832534745,0.20645958809103604,5.381419565324586,0.06725692872117828,7.5429900800933085,0.1831309472327861,0.3007711455171638,0.0830247448546706,0.22583116691154625,3.833675262750691,0.11294545592469035,0.7042977944019756,2.104368904062505
48,K27M,184.52400416511318,0.04386303998653698,4.753913245139577,7.918720408182763,0.8605613195600724,3.571218523752749,0.07768693071046816,9.622841601871588,0.42880796453716413,5.572516587539158,0.22338284701849026,1.2479431718130922,1.3217303496543378,0.11296682293160346,0.4561922934683274,1.690667521997141
49,K27M,176.80388958813003,0.043659509752437306,4.820648537994685,7.633552796960924,0.981679839983608,2.913412852559957,0.03235015052729473,8.218720834511737,0.8428255511029115,5.764923816866658,0.22038502194988002,1.2333417001458806,0.5959078107633013,0.02568141055226222,0.18172413505526208,3.0291796475773882
50,K27M,177.44887139753524,0.04374250861897352,4.126500895236802,7.562690786052827,1.8651380446766785,2.261170235784178,0.06901379076618135,6.069672522789793,0.6566852728754412,3.505812465559574,0.12002548906243164,2.42534684006129,0.3273359150033115,0.10829466471565594,0.16767485797327314,2.252225506089648
51,K27M,198.83085726074646,0.0426383401104905,4.317608104384834,6.9905570945635915,2.9771341522060233,3.8649794759298266,0.08936486066095622,5.0105685447534425,0.4254991230033466,3.765606890775422,0.1700153028605735,1.889691756189929,1.1540161186710225,0.1693417799222235,0.42835771442157977,1.403115749361339
52,K27M,233.07965127338045,0.03629471122252792,5.272205707464217,7.183502414184974,0.9280663823135669,2.3861281043252514,0.03179022485762373,5.320589557775744,0.2456686665018497,0.7311814991625458,0.7929105484203295,1.2828698899556805,0.8540749278402853,0.03391331831439018,0.5977030045433903,3.349080313951988
53,K27M,192.3048784973433,0.04401432236456936,4.820295912730466,7.726866319488463,1.623488391828881,3.5927890713782977,0.03561619051966581,7.121360604344255,0.6994554130846198,4.71763175662848,0.11379233461645977,2.67778864088648,1.198488894617681,0.09189898894070223,0.32632733355357235,2.5839824805562515
54,K27M,177.49812530772243,0.04393309608675025,2.750768133617641,7.2694504227169965,0.6698262715382443,2.676350415681501,0.08587332199505954,8.111610827292903,0.5487248094548395,0.7707669959338657,0.0912468697930007,0.9300658473168303,0.5510647080987282,0.14716040523020454,0.5153604211795109,1.936980097701123
55,K27M,177.1790797745573,0.043736274719444135,3.5009929494505956,7.1914527681543765,0.7237635685282068,2.250676719624727,0.08672633549221855,6.390552604075401,0.6048080994827192,2.2428700824495555,0.8006633262276605,0.9276230669651249,0.6274150187107016,0.14719740318939084,0.2021263429915951,2.120248718838926
56,K27M,235.0610643250439,0.03564565547562983,5.054745731457198,5.919681626783866,1.994593105501004,3.5873892902398685,0.09547284806403358,2.9830987731184564,0.25206754276666776,1.1583807265541604,0.8957128173222146,2.6489409327073976,1.5001526949460209,0.14566205276282418,0.2651172061978991,1.2010215939489173
57,K27M,177.21474856477312,0.04344193487225291,3.647632488394636,7.64627268110195,1.833727156079402,2.082043406397939,0.0570855645008841,6.266606387010912,0.7098678673040935,2.4163066413159404,0.06272843673880682,2.4483095308964797,0.07944486397988056,0.0731126756971706,0.06327537258132823,2.440510346403406
58,K27M,177.42820192474036,0.04393606580374069,4.338932216727405,7.519412608808358,0.5109961385194961,3.3890187719536757,0.0525796242051178,9.538168848750555,0.30829884269942404,4.343876251206901,0.25343882594233763,0.643001888272722,1.288676620373413,0.07401597702767482,0.8210769713283318,1.0131215096797874
59,K27M,256.16294236199747,0.03855859343501776,4.8930768415274475,5.564338853865659,2.3655638504483183,5.852942382972923,0.042661696974606575,5.435063451926465,0.4704633401005455,1.5760823347760153,0.31826310968457006,0.9735768185128353,3.8771920832591684,0.1557111692828244,0.7686074606284985,0.5767343662063638
60,K27M,228.42240101986272,0.04461631378605456,3.0510860464876237,7.248796685062012,0.5167326870009039,1.9671627342527702,0.09963148698300217,4.314479522360429,0.4611057103116778,4.237058474147189,0.35145023173874873,3.701020231949119,0.942527224286376,0.14753058868603333,0.7435351103912528,0.7057593820301136
61,K27M,185.58183713462702,0.04178633701754691,4.715598708044343,7.945727368507049,1.8083018755720963,1.9345403542027728,0.07227242193456124,2.906031909704111,0.15204311574087642,2.121055221606356,1.1643363812694982,2.878257941834928,3.063932652008669,0.15885256860608996,0.14805101097924955,0.44041957543432164
62,K27M,190.80714243193634,0.041957926290207115,5.417760702544477,7.761699023129582,2.3147860091450316,3.000340824231904,0.05447690660758114,8.43149523237568,1.1004020823085237,2.414666663146086,0.2640677881280587,2.837480703375584,0.8084481688706135,0.08607201511207696,0.09499252823188253,3.372976499359601
63,K27M,178.59142801559355,0.04473329223997099,3.0166845254880514,7.258563904425145,0.7023430432139695,2.701126110827975,0.05185426244929795,6.4107391390997295,0.5961064429389137,1.4373396853234641,0.519883529754621,0.8619709690686858,2.7840057503600413,0.07819296219171512,0.16254421392207424,1.8415725286355584
64,K27M,176.70422674528274,0.04440758870558496,3.564080317372317,6.939186447654961,1.0985430119737642,2.425608817919611,0.027722611067949272,7.292422484829729,0.568263026052426,3.8263399100001565,0.031942877997398825,1.4688301638938035,0.3366220246500679,0.016734716801049432,0.35793030363780964,1.8665656197757046
65,K27M,179.3406260775222,0.04432474317648483,4.5910776713355865,7.739142927278592,1.7761611213588346,2.9411795027874166,0.05951887475425832,6.996733878449472,0.6252271172309929,4.667951833139667,0.15642703733653712,2.3029852973073006,1.1650365997820433,0.09140814661484307,0.22693358314081646,2.505575062447085
66,K27M,179.4775981007848,0.04451632236539115,4.746414730503216,7.954654703760256,0.8047335365796285,3.1862079176472293,0.07562709401023338,7.506886252837951,0.8744787055705208,5.844609887969702,0.042573713068948554,1.2481604887267435,1.907074722800938,0.14747676503379747,0.15433759645710382,3.3632002500008675
67,K27M,228.73893279437686,0.048378621113491935,3.595733923891626,6.118393047766756,0.6153173179140223,4.096486570227533,0.07176695875180256,7.952350632589161,0.7958889609159824,4.752343272372091,1.2688269441781368,0.8370994036683157,3.3694357360515768,0.10748049307765489,0.17175946148342564,3.541986844187292
68,K27M,223.56683459060787,0.04146865001762897,5.2440066804019825,6.157561808778391,1.2003453253848033,4.466783484868387,0.08486391197464492,9.681899896275835,0.6837971642576481,5.3038678335428875,0.0036538589003232147,1.3459995533669225,0.9116728967126326,0.10535663922982906,0.8184032345588292,1.0678241375100954
69,K27M,181.25346809239574,0.04079418700427386,5.89416272462266,7.716829389539845,0.9583046831627878,2.702769480280435,0.0613341504082068,5.159154010339288,0.17905131001750954,4.892854168207992,0.6133071089205807,1.2152100714163458,2.226583274591657,0.08920441318315084,0.5289867715365268,0.5965104955365301
70,K27M,199.53647521177916,0.04444676103469979,3.2425200915050905,7.098056380501712,2.100044866830063,5.123836478796659,0.06584557265147971,8.158268714578885,0.6582288892252469,0.9657913010951948,0.20135629356927454,1.6034296455736767,0.6092391146580898,0.08412231625406924,0.39173854094978977,3.101745153423887
71,K27M,177.31243340961686,0.04322553762808949,3.0737718826005422,7.7109951457699335,2.163350191726666,1.7254663668501715,0.09517837047548772,4.344521627551785,0.46963433518090475,0.5568218011466683,0.20263347939868448,2.9230909185971963,0.7825413850851499,0.16918711371909326,0.06884089368527414,1.576789366624087
72,K27M,178.23626946945802,0.04265321307126896,4.214637206034416,6.753258775268174,1.0351691121049942,2.363552952996335,0.0888543991307252,6.264461713210682,0.4542634923670838,3.779138411728245,0.27894528540130487,1.3544024872427791,0.8689906820508928,0.17339241038865497,0.31848113371362596,1.6371147333838159
73,K27M,211.4590205643805,0.043704297361727026,4.1459728546497665,7.7858959596161466,0.710919363012241,4.300485434558554,0.04025090370663958,7.2748748294653245,0.8612141586610262,2.0539197248521095,0.36684769669308626,0.8699977257089908,0.7501444200460141,0.12912096806953632,1.1570279365574743,1.7501755365146259
74,K27M,210.686150175861,0.03651488255959943,6.214785181282103,6.9124167243153645,1.98545437095232,3.6857722938806488,0.05433888292974194,7.369331938697129,0.6949157917796306,0.37688135952095814,0.572199805509574,1.9977539138490827,3.392516971003669,0.1527142756809193,0.03504239520254208,2.974555791568763
75,K27M,238.02548738475843,0.0429018405373421,4.453642132142864,5.727837097730734,0.6170061548721595,3.4524545815932686,0.09705117444940552,9.232365085805787,1.4228634481401792,3.2826783199808465,1.1095123824668096,2.9305169567782308,1.1119513577339113,0.19732561187732744,0.317141485288308,2.280194913639014
76,K27M,177.2345197646888,0.043436402984346416,3.334528215528948,6.35323340053191,0.48663820852067086,2.3153244694848203,0.03859294582692885,6.344154465570046,0.5149600815858618,2.9185546846642394,0.3595982952367877,0.6497833991395522,0.4665537870941225,0.04094792010088509,0.3396843526116824,1.8407216973034985
77,K27M,177.39925445425075,0.04439913732393323,4.3807067812537746,7.966329758910839,2.0955864843902687,2.1677533968173357,0.09727307565689604,4.101792285066607,0.43395101713813977,4.467736947825006,0.06746926120334493,2.6625486867776837,2.8525395646978327,0.17081190190943535,0.039193551968967726,1.5024115929036819
78,K27M,180.40201905209025,0.0431157716319588,3.9497298179833007,7.047183842060893,1.038199888751821,2.118575019653347,0.06737609158712758,6.798538191382577,0.6611354735755737,2.8763350450942586,0.4045170131128866,1.684285338386028,1.0506480526268587,0.12996756462232364,0.09244226834067475,2.6225024348286943
79,K27M,178.151812931742,0.04325674527412088,3.714672759928238,7.763112615206777,1.2847500913793375,2.7409322560137066,0.05588949053504497,8.002194445319894,0.8131399409930418,1.6899732373433127,0.34997522321572416,1.6162846643005315,0.3868737915298777,0.09671869938292871,0.18422481695417486,3.0262700168532053
80,K27M,178.98033731061722,0.0441293566699741,2.645580265658086,7.102993626853784,0.23099010556288793,3.7032383293868483,0.0771717287476994,8.475952791903474,0.6751573282620124,0.01628831069007397,0.4405493797531364,0.2755235635773139,2.745461696691725,0.12588091954364236,0.32447629660057814,2.3368732528712646
81,K27M,177.79444478768218,0.04424037462807866,4.346691596817062,7.791984953662814,1.7441410648477547,2.399669705930865,0.041885851593204716,6.356063145164625,0.5573236684102746,4.256449653161411,0.312672699513584,2.0948946559239743,0.2693342110957494,0.0544836705598095,0.3010392890660369,2.011416934338304
82,K27M,215.7184514980593,0.04416730402649864,3.4852040023636777,7.7366846121364,2.904749403145841,2.5940641944788565,0.05166615879757945,4.938626711034385,0.682828028926147,0.38550566603426706,0.894496083204571,3.757771393644235,0.2062411083136697,0.11241697100883014,0.5232096155598003,2.913539170062333
83,K27M,195.36154324168152,0.03998270984116799,5.272210733171272,7.980234826642666,1.3752415695661142,3.6664527631075563,0.041167045639325564,9.343015703558951,0.8796201948276205,1.4574299017076953,0.24849702106772453,1.5446738099673178,1.5921921815230775,0.11092142421902589,0.5514721345478937,2.5061237124838747
84,K27M,197.10926022173163,0.04334580294792001,6.0744116794135605,7.73854893728179,1.7122825671137059,3.7680083104476982,0.036742466750091914,9.670865382565998,0.7615889007943081,4.535910008803139,1.439095844030489,2.3202600823698387,2.185845877122272,0.06469025798837744,0.34680247790303215,2.4646781711242616
85,K27M,217.32469508721363,0.042137913350491905,5.790167218349529,7.6320009438184115,2.9312203309559988,3.7709050129111694,0.019360514803914267,8.573054464449392,0.5385598371678622,2.855686099261499,0.8450500990503218,2.3400005960920813,3.0672874696998105,0.06942491908057398,0.41089295542396487,1.721668065036407
86,K27M,176.45811054158764,0.04418061738910929,3.6646863449238345,7.316174960556712,1.4543468217994087,1.9758700051728593,0.026236252216555792,4.432756895405833,0.14131599698384825,3.3428017328587556,0.349776347470454,1.9062042966526656,1.6758614750722116,0.01397462532833779,0.4016833537800117,0.44508185376124487
87,K27M,191.45662731605552,0.04347415906793487,4.186416513864269,7.403792434883698,2.5160193157598214,3.657022860957613,0.07215020308790102,5.529253098910677,0.3421524511736668,3.189472431867211,0.904512154859761,2.0341859231724007,2.1086575819638105,0.10945028093999529,0.1914489762083871,1.5463345687943182
88,K27M,236.5512439058959,0.05044391134450749,3.4141977284852563,7.174926343089453,0.700422746010295,3.6312325365793146,0.04689867867217211,7.470046686704048,0.55585590104055,4.8394594084251565,1.2515966150222042,0.9724943310005205,3.366193164763841,0.09910857166306568,0.697725356312236,1.867127718899268
89,K27M,223.41050794285906,0.04137768562677252,5.30801202228609,5.655273333157329,1.1270555120736265,4.184356166625234,0.08035840868207614,7.898373526084477,0.9154876188273346,4.519752566270993,0.18237752571896526,3.375019625274688,0.5832282963787483,0.12409534643306111,0.533132483498462,2.217712950989532
90,K27M,221.1843377588424,0.04448472928325552,4.461537437401374,6.428239648604066,2.6971159563925937,5.367572538714885,0.02128978322315599,8.354074148135336,0.8661400667210656,2.6732440519763307,0.09564111697211886,2.9684315074497256,1.757798666332958,0.08339279757440307,0.27631275166201297,2.5772306561502996
