run,condition,CF,a<sub>HSC1</sub>,p<sub>HSC1→MPP</sub>,a<sub>HSC2</sub>,p<sub>HSC2→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,p<sub>MPP→EP+</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>,r<sub>HSC1→HSC2</sub>,r<sub>HSC2→HSC1</sub>
80,K27M,251.8294550390013,0.031146373225445056,0.4244521801585933,0.014500522871163272,0.39786384838983696,3.9599008324175413,2.920621142782761,4.445530809610561,0.05058496335115179,5.192069295174546,0.9112536029854029,2.3238109918339087,5.394369980149143,1.8723963780502624,0.9530142034804892,1.2001500811607826,0.11653091551416048,0.5061038670877291,2.062011252089847,0.01778942431184039,0.020411930703433553
81,K27M,308.78802899697786,0.04735548341618036,0.1764764824422294,0.0325761524020982,0.2345100797010826,3.0555594801876875,2.5554207665412303,0.37366053686888456,0.031748897356976835,6.731339669799264,1.1744904758127306,2.9892347288704757,5.445815879120475,0.6225315796338018,2.688211173549597,0.8201967651288595,0.044763936086464645,0.23050206359635073,2.169356534361397,0.0050991092590611554,0.0012024390720796092
82,K27M,347.13282112502554,0.032754072863185976,0.42710289973946625,0.03608608923247425,0.40782556817513504,2.4422966886533453,0.5438741152635813,0.4409322133132554,0.04832272459484617,4.417015531117162,1.4669809683381188,1.4102766747577942,2.7040554807821517,0.44602590173294066,2.8069388628602634,3.7144689952352943,0.11903712606806982,0.4733869428688876,2.655264448824809,0.003617847050926354,0.0400895503779464
83,K27M,322.0936485370105,0.023767093397743737,0.4487613793247358,0.01849281856699854,0.45968493122989995,5.697243575537274,2.516283459043435,3.630828018819297,0.06397723751548734,3.535895272664815,1.3889131598056923,1.2816213147513809,5.829987859309063,1.0369027525277752,2.9493776865240138,0.4653146505390726,0.11815345842729971,1.2132054621551238,1.5820886901145983,0.03525272639990508,0.007045139678267226
84,K27M,326.86067431118664,0.010589414847085121,0.4649339007383144,0.008602534587772638,0.10940213703285506,2.4462004638800106,0.48382471154065776,0.582397842717205,0.07936993306426793,9.244563253222813,0.3492920467390692,2.1699454865395795,4.31706508780324,0.8930717311634413,1.0253005850755281,1.5459762229211726,0.19283330576529167,1.4967791651747104,1.4601771058589308,0.036328617320878165,0.024548247584338025
85,K27M,325.58508379860245,0.03233690917264952,0.389043544422887,0.0111829544835494,0.36333495490301093,5.160774562740091,1.0589986012277839,0.48277471391114446,0.05961587556327237,2.3113777738634456,1.600996397360925,0.4281686610717177,5.103082666802803,1.333848172552075,2.3631729981624003,1.012014326608166,0.12459407241917228,1.3358778419712047,0.536656930553717,0.026945038937979837,0.006464773356068178
86,K27M,322.2242451981201,0.03549006370158024,0.4281829294802265,0.0002025122548121039,0.13182320131472658,5.269351104724348,0.8542925594699486,4.6912607389601,0.08849837530647936,4.893929745430789,1.689240981747873,0.012049104642287922,4.5652375380502495,0.23141494348763425,3.903506935116294,1.5848719499083526,0.17227990514245667,1.2452527520665635,0.959525603893219,0.043248660830729216,0.0023391061064068856
87,K27M,324.45119719684277,0.004615037640511835,0.10715281838895996,0.03557998822207146,0.3393916321414092,4.357364315954387,1.6547332247802542,3.225875655757326,0.018961526569317686,2.2984483159628875,0.28972539325681934,0.868834882803216,4.488734406517851,0.28235959621829076,2.2188313382420812,0.4231974631924684,0.13309118336740533,0.10066045482769681,2.982638064989712,0.01096557676560403,0.047026181817827806
88,K27M,271.8150533784812,0.02679248694819413,0.057836778048500265,0.010355506057884179,0.09327339596406072,4.923381598178071,0.6916597476331428,0.9954216207372599,0.06612437430770406,2.187368151754188,1.752593857698444,1.0366928796092723,5.911628710819269,1.6467635872124213,1.6306248801768892,0.863997479621746,0.12512280395843878,1.046036694620313,1.3530427412987371,0.022857854542801394,0.023630483483185968
89,K27M,289.55534537387734,0.03462531687280225,0.3141354929578458,0.013535905726239137,0.21929645019378782,3.00500307349114,2.643434870439345,3.9323537685022574,0.08090165380368498,2.607997650941927,0.5168278176595789,3.5373692792416827,5.896102493627623,1.5031961633531745,3.5275827549435985,2.204669364786727,0.09355654309867749,0.8616908578490585,1.6143260690253838,0.01715338321806899,0.015956556722768585
