run,condition,CF,a<sub>HSC1</sub>,p<sub>HSC1→MPP</sub>,a<sub>HSC2</sub>,p<sub>HSC2→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>,r<sub>HSC1→HSC2</sub>,r<sub>HSC2→HSC1</sub>
120,WT,361.964288334013,0.0017277539263220315,0.33838974855132087,0.022325328012630933,0.37710034653318314,4.747210588503373,0.024601199970782694,2.4238930557846876,0.06857919049477038,6.039221827806605,2.5953824281476083,4.608500012457096,0.2262583521889674,0.035970204138616846,1.985453961013854,0.05984907073274647,0.03503198140314279,1.4329297452432344,0.0002238163210640633,0.009654829630505016
121,WT,252.81679078569704,0.002957745291135451,0.4163483431596866,0.02032351084667379,0.39770604153765987,6.157629070642954,0.6767775900629253,1.0007472839551355,0.09459927005321113,3.3803259960461896,0.9234977924224541,5.829138151329311,0.4525986115130707,0.1160474063379341,0.12700215328216713,0.03491079535567207,0.0599738808000869,0.5897147700751978,0.004603623342963971,0.002093546742394741
122,WT,308.9706309985342,0.0011885713382282915,0.1552351308299324,0.0040031637950398305,0.29314174616884164,5.91188014512683,0.7861444897810644,2.3958382323730927,0.04513181604785552,6.712640287086058,0.641782422920984,5.689557816235391,0.8759535837950759,0.2803184019291248,1.1189246121116216,0.0517928590245714,0.4233503999951279,0.5633210906121269,0.03262818827558355,0.005445640719244973
123,WT,255.62458394819774,0.0007754152375028797,0.22893534313944974,0.011058853226214839,0.283577012626254,5.4508034693542164,0.8579338201080888,1.0440549981974612,0.057663808691801655,3.000558436571145,0.6588321193182402,5.275731514908814,0.21044175948837213,0.14728571177768562,0.2191314071619603,0.019786940019537704,0.15256502221993323,0.4872681829763102,0.01865232107342969,0.0030364556236112234
124,WT,259.73938218180774,0.006089390329049145,0.12129165725371852,0.00695151894589544,0.40269194212016113,5.649691402484321,0.09051789677985003,1.606924890368653,0.07831936515971974,4.807104346415719,1.8795461085129983,5.429794941821053,0.135616251635159,0.004196535669221661,0.3027163931646628,0.02577386404869054,0.21036899097231815,1.0133162530214874,0.019372567228314937,0.0005873661350292787
125,WT,307.3662880449844,0.004668371975927721,0.2200006463578299,0.008386858760194025,0.4664089221993095,5.2280702481345385,3.9129066593654707,2.7079442594498233,0.07736969142998852,3.7494454351634148,1.3831168844760542,4.915459826152655,1.6190682171898658,0.24894417783009287,0.20430058287008568,0.021162667390664712,0.2073715276867863,0.5593158200011771,0.0332717845379274,0.0014380426637464988
126,WT,253.51206610482035,0.000695244809938245,0.4488939244693481,0.020710355193750096,0.4650695026912483,5.479269240145236,0.9516428781998215,1.202475383021578,0.07714042855731984,3.7900352706621976,0.8249925844309068,5.095073057293991,0.05742052692656538,0.13303728127999728,0.11885817565839923,0.019993270028795678,0.0990615806881684,0.5662276869902333,0.002775947975666974,0.003073898877495331
127,WT,308.2537740252746,0.0025600354043192634,0.1280534527517811,0.011806088079510405,0.4957524901438745,6.129182648289935,0.9242623304017995,1.4304336137678566,0.08796114237976924,4.294318236745779,1.4308200876380688,5.813699650950104,1.1201217623351527,0.16422208774678415,0.106892434931663,0.06751616493684516,0.3110278760142672,1.3407426409303527,0.013520036857908504,0.004601131729025936
128,WT,257.18036946470164,0.002885535991405932,0.2662774079523159,0.012827710485433418,0.20327144654749427,5.820498944983768,0.8940298153052371,1.0087749205309762,0.06317755080144714,3.097740381734692,0.8459344329616661,5.683197805801687,0.12126429197289762,0.20295073922627926,0.9026176422108236,0.020661473570456165,0.13330348400159123,0.5246003252843723,0.016092786074433308,0.0019782249663287815
129,WT,253.2118874917758,0.0016875294102464146,0.4630412360155404,0.021228733932018923,0.31083814593314707,3.324268730072956,0.5051567675059199,0.5745035784562882,0.08589418375295318,1.3951972128073815,0.1987510090200077,3.0483935324355302,0.017270167499240978,0.07761413115542842,0.6154853444034774,0.03339729908499879,0.17091059879476186,0.13543199544838738,0.0023066122798817198,0.0019781832393232376
