nb,run,a<sub>HSC1</sub>,p<sub>HSC1→MPP</sub>,a<sub>HSC2</sub>,p<sub>HSC2→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>,r<sub>HSC1→HSC2</sub>,r<sub>HSC2→HSC1</sub>
19,1,0.03660193177927948,0.3067288337063262,0.013210635949214991,0.14154072895190478,4.771114625807956,0.024457000736230174,2.180825785872659,0.04048220699393637,6.191150354783033,0.748336594124498,4.0106334168031905,0.11126226074468647,0.0024992023401345345,0.09488107539884905,0.12757413789566496,0.18859289698826254,1.783173944286107,0.008418643994159184,0.004518586117044834
20,1,0.023037101608074678,0.45557669094926767,0.008203276639726535,0.14749331081819286,4.806919328862654,0.028068116078845143,2.2983613835691403,0.024357165314043253,6.1946182485781645,0.7445175610570808,4.041453558851235,0.08260153953599582,0.00975963877570884,0.0668898986500886,0.18548606968527043,0.2185335586696811,1.755389035802705,0.027393581420061007,0.016688640752125783
21,1,0.035670480849288845,0.43968715095488303,0.04010520253870352,0.13360180644316694,4.773570872307983,0.021724645457749832,2.31024668121106,0.009749783293866065,6.197476432239265,0.7759260024811431,3.9813199364588883,0.040071642570045814,0.007796231521486609,0.12421151432195177,0.09779104944313236,0.2492836669819589,1.7988401451255338,0.005699215684797271,0.010704065795479415
22,1,0.02695083319604327,0.48247557323270523,0.032318804080409595,0.1421770373865902,4.775359263571658,0.045535474717704034,2.308085249557769,0.03610019827616444,6.183603056408105,0.8652490751626915,3.9762516118321254,0.0664160009884373,0.0070500460531990345,0.07247126073988067,0.13383463564455297,0.3196926072275204,1.744808243617035,0.010958117392993896,0.017183406691999525
23,1,0.017982033443731033,0.48870256532368606,0.04123571682232257,0.10294977701710431,4.80456459071154,0.05025256813609485,2.2657355311979805,0.02006744550138018,6.233627192638628,0.9781044710334167,4.00732634878212,0.13784242861691737,0.007171822796043016,0.05941509816771486,0.16392199577386368,0.28369143228256927,1.8542480646309765,0.0014623805441405671,0.051443799647669826
24,1,0.02897657276913015,0.3956496660528596,0.008873365789759382,0.14993023591582402,4.800124257973234,0.02668171897212019,2.1598750215000444,0.041197204328016795,6.333359412867718,0.9551801713053646,4.009331189186097,0.12525763987131572,0.007996611900275057,0.051356214083251174,0.19518862335063897,0.19864264526665276,1.8876589086183015,0.024061678947431334,0.020102971369384205
25,1,0.029962868473337734,0.40054541529524745,0.03500892972974052,0.12559767087142462,4.81258812965625,0.01641638926053793,2.214546981079572,0.035987335807154165,6.308444513639061,0.9712159787781017,4.11949332518802,0.13790846358028172,0.004781414466336263,0.06092301672388597,0.1523100156199716,0.2623504832764269,1.9407161383197362,0.0171626856044582,0.010722899578875155
26,1,0.013128891073621416,0.4108659163481798,0.015246272593648778,0.11693817449739909,4.848668187422275,0.028625108285241153,2.2035869266637578,0.0318342140666807,6.344081390256927,0.9733037311331115,4.092571344768389,0.12297943568660558,0.007176150428777319,0.04100971705166946,0.09643557754833522,0.14765719675287334,1.8759072872860307,0.014346907828889213,0.05289461037243864
27,1,0.011653731993484394,0.36959403264818586,0.004394572771597942,0.12949306709250974,4.806527471415225,0.03718005290564651,2.2261553762958157,0.02912357074913545,6.261837949776746,0.9401368213841331,4.023017964009571,0.2102194426135982,0.006422523728673184,0.029760480992397944,0.15914135453100603,0.054255998066367064,1.9459339620764815,0.0621668231981341,0.016770499114254774
28,1,0.007692788867531434,0.34993309955588103,0.03172629530099638,0.121237178847006,4.808016543259636,0.039816946130229056,2.246186034322151,0.05416695443550819,6.2802275470808855,0.9484533304339477,4.068626116921786,0.22279124947293694,0.00945602402574659,0.05151903946956579,0.10603674442921872,0.1579433040007762,1.9142509981478633,0.01739714268069623,0.04625007706097212
29,1,0.03353678877235278,0.284834492762069,0.024631307504262234,0.11700637728497347,4.727629658924866,0.02039026859305472,2.253910244686023,0.045381671078494216,6.262846783914355,0.9010739661884031,4.082710599312831,0.24196104845987426,0.006329429421697453,0.08137889755956905,0.07182481858985473,0.1334484703102567,1.9672524889819178,0.003215905868412411,0.04972554834948806
30,1,0.02190157715023494,0.2547212895137455,0.018818025468486564,0.07691626640487222,4.763727045143487,0.02682426194453935,2.3490946537276876,0.0167835259261417,6.270175331233407,0.8663937508148232,4.180134385558063,0.07486262946032181,0.00555191874425494,0.05784130668113859,0.060817153829451104,0.13462269497030396,2.010505854734511,0.008218863482706647,0.06409384864031654
31,1,0.02243391019782347,0.18932525970731515,0.03230828775580788,0.08789006376180056,4.649957741818356,0.036867045256397175,2.301796231859501,0.03029929195243223,6.332729122124041,0.8377921677265336,4.161590996114802,0.01713519458680943,0.0045028284260437285,0.07703653671564295,0.04609975661470315,0.1429439444484312,1.979065431958834,0.0021331694461450106,0.04927613009659939
32,1,0.003169042799611096,0.15664914444487463,0.03481793526235244,0.10052812720452294,4.574260921042916,0.03956938537979556,2.255417427165477,0.01396038373486529,6.305570062183893,0.8211187220272745,4.205320536376699,0.012295914943265028,0.004382296621199647,0.010046926104242772,0.06424073768217317,0.18471900031737182,1.9558382619404102,0.0059608945528380605,0.09690747082592618
33,1,0.008597174114632894,0.20841363604191918,0.03531641245972679,0.07090685657142393,4.5793450593667036,0.020456830817041975,2.265784441709308,0.033049246987226916,6.300197838413401,0.8409712181419401,4.239243175107261,0.036593805538006924,0.007053767618789971,0.036169271172456725,0.059650069319076904,0.21728664787514287,1.9573682246257718,0.001768675203603517,0.09065196542037249
34,1,0.0068700619206148875,0.1246851375656695,0.02008590971592965,0.11723160828107364,4.63639856895972,0.04976128291557833,2.1994460882919302,0.018201224361721738,6.309173025159099,0.8856638681678186,4.232109019491559,0.04019922288307482,0.009044197540016318,0.08640100494616543,0.07765905597064221,0.21907215907800903,1.9913200807108293,0.013229190113866323,0.08482032224581433
35,1,0.0020520450112475504,0.1865050426631713,0.04008578355865174,0.1698183585461125,4.60282957218803,0.02908349903018287,2.1551851040467116,0.02869245578589775,6.343997300899583,0.8794614040367349,4.293821089880849,0.04733292936917556,0.00737660006551035,0.09161352317424554,0.13983077603766753,0.22489948426364623,2.0075663520217324,0.00639046370536218,0.05871006710677309
36,1,0.03334863593176894,0.11717591641233863,0.010148075021290389,0.19051151337983155,4.611411878774571,0.01575722127550078,2.1787631288282143,0.02678131500076223,6.336681397530278,0.9238010977629779,4.307229086841631,0.04070429687948752,0.001810970621599731,0.07464471875304632,0.13376811045093234,0.26958908568912676,1.9886394033293595,0.008109518195444912,0.03455434397005875
37,1,0.005241044072591045,0.1886613385158971,0.004311837453359496,0.20053674263469337,4.638081004760681,0.015546089352139665,2.213317188324391,0.029354888651855277,6.442895814210304,0.9978208661373609,4.235348471978036,0.13307018056188336,0.003355980909095114,0.06914311315763616,0.12650068335760023,0.2684705620423683,1.9442452538943285,0.022107397913052326,0.06689161063100156
38,1,0.009839486972759394,0.23426588175927646,0.008676863571600892,0.23315510689843746,4.615265695377421,0.01594092973292056,2.2613949835986213,0.0465743651617971,6.5124438290579345,0.9821175602536161,4.223503611382376,0.17489458582022122,0.009582257290590255,0.10260184468024856,0.19535408432386112,0.18095967152772735,1.9516023917113845,0.013993605703431415,0.06601330733500003
39,1,0.02433519961906439,0.1864178281399112,0.01291884986091079,0.28730516303664433,4.6623157769446335,0.04028838887408541,2.3269729775459203,0.025712653623069237,6.444868028585624,0.9887826195498366,4.225173308477089,0.20325990786262357,0.009506753107571913,0.09019040866693563,0.17650830482813218,0.21220001432106692,1.9647726513902488,0.0077279326865644545,0.06560541765602981
40,1,0.010106354005590346,0.12960041367002595,0.0049388634526074315,0.23104468937663222,4.5880091247534445,0.02069510973050095,2.4477177706564888,0.041503359479665144,6.429722483324925,0.9465146719058583,4.202348792139433,0.1932323964854187,0.0005529523822457391,0.06569725707227467,0.14980320188060628,0.28226412894676123,1.9926125607791134,0.039432945216200124,0.028741733039288567
41,1,0.01364744435006648,0.20582859726107341,0.030066661532364373,0.20591794121489065,4.529864126286441,0.038489139091883055,2.499674594625737,0.062170099112117384,6.422062496906785,0.8479308487317998,4.252177072671383,0.20973202044394323,0.00028034432167740127,0.09797529783804938,0.04978175120870687,0.32178448807198096,1.9957374279077231,0.003556032801028148,0.07073622906176538
42,1,0.0025679770705220022,0.10954270712005533,0.0350111278404788,0.1739140176964047,4.517908791600863,0.012010338950334367,2.4070319878920716,0.03607967465492437,6.345566296440642,0.8148740778987241,4.226789285785337,0.24899341975539602,0.000357871043279913,0.10884347807159857,0.002764233185697848,0.36287282800942233,2.022328630388954,0.016552412219248736,0.041880127611549044
43,1,0.019846806504523376,0.16879141122757133,0.011677651451281577,0.12833091592658993,4.557182705572572,0.05482458998008064,2.418797398799991,0.014232604237247488,6.309658229115695,0.8143079581568866,4.305011810743367,0.3221156243298714,0.007236202378699718,0.003371444848654445,0.06839099439084165,0.37588601101622676,1.9846358580597523,0.012033278038979951,0.04294678978239294
44,1,0.033290008872469294,0.15623521588090264,0.028565069078898515,0.08458041805933586,4.545124962310126,0.04180569771874576,2.397295884504096,0.02471817325894458,6.350183810476048,0.8475782269390633,4.248048421763159,0.3190824227682547,0.004852273741563324,0.0029071311434591507,0.0467460765636668,0.3440503028010031,1.983354063162191,0.006150459980709136,0.03871400635881719
45,1,0.017527795971653888,0.16198151412997233,0.019099027125418434,0.059715194261155985,4.555774471880157,0.02313668857222,2.423918017647924,0.01655541289731922,6.376098024851868,0.8709591364214887,4.326202478032598,0.3005462242065936,0.008913380544480503,0.0709166220108522,0.02949709155226753,0.3818709801911766,2.0772535068308335,0.008987241132590479,0.07308950714407006
46,1,0.024706608960365004,0.12279982360977061,0.0012108930345791078,0.08117593890739006,4.6594735204653475,0.028582495313765405,2.4753795824659512,0.04768360704700761,6.434703162812908,0.847606207495126,4.390390062983542,0.31684113332568603,0.0006516608395361625,0.10240734822363975,0.03356707713985283,0.284388820009765,2.0785687799117833,0.01273954631384452,0.0694486163604898
47,1,0.019690289873404914,0.12383982622646944,0.024435316921818835,0.14048350447527233,4.688406105616299,0.03526709939119711,2.4824687092835913,0.026374074719688806,6.429145339299392,0.8417369336676165,4.366824476471873,0.33004467198188964,0.00988182709602751,0.16397948697297038,0.018414311188464313,0.24509647727353168,2.117783867161548,0.00995982659574745,0.053910008657332587
48,1,0.0236696682343373,0.15699680471747804,0.01430908586586788,0.13773388750228863,4.603080616997129,0.031038510376458342,2.4633891498496965,0.04539423979124084,6.423340067799311,0.8393563689420968,4.334197516971308,0.3077893333787647,0.009624397969115055,0.1836383852832554,0.014832703857038899,0.1721647789628129,2.1084404987577896,0.011943267180426608,0.0565632180867286
49,1,0.03564561100544311,0.17737628987728715,0.001089246876027497,0.11815306897413091,4.587310984459491,0.019934371355558353,2.433996938410157,0.008103047670263508,6.458564965154271,0.8324334834827966,4.245317555870892,0.2845622302976879,0.00998757948194409,0.14863192421499238,0.05433214067976741,0.20141662125808082,2.097800350769123,0.03834044927967644,0.007564404662842926
