nb,run,a<sub>HSC1</sub>,p<sub>HSC1→MPP</sub>,a<sub>HSC2</sub>,p<sub>HSC2→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>,r<sub>HSC1→HSC2</sub>,r<sub>HSC2→HSC1</sub>
129,1,0.0006741894574076073,0.15304344501660014,0.034280988486348814,0.19055556078720232,4.3843986883183526,0.06830078995424711,2.4329703295845198,0.045408337478821025,6.677241351938447,0.9631026792796563,3.950322933183365,0.3203402552721383,0.006949207924280852,0.11590700454100979,0.10777729392876732,0.45084377607206,1.6571708843857604,0.022879691537846067,0.025291408986013612
130,1,0.036791598479432,0.15994034066771468,0.022156940664683548,0.20885296582105253,4.407006558883196,0.02952391825610296,2.4061262376786745,0.022447637747835397,6.7625649179718605,1.0799778960145556,3.878026968759822,0.2864106986470683,0.0011575792778738315,0.0548656162305315,0.11297135434556592,0.45734225544987145,1.7210834918555424,0.014195366733034615,0.011423109079115593
131,1,0.0017996596858487848,0.18539498017239586,0.004697550742210318,0.26408515488314627,4.433202410009256,0.04852778345741703,2.4383101827781113,0.06127490828709807,6.819585079032431,1.0363669306544132,3.9404613023565984,0.30222331377126443,0.009961295198219696,0.07133135829618115,0.06394593002541313,0.38466988989814965,1.8485267745701282,0.0653634802745473,0.024357966521372825
132,1,0.008600216745311142,0.20351643975521141,0.007098085571541379,0.20002646143377759,4.460894409368058,0.045574939993900075,2.4358724640845413,0.044859182597917824,6.843852783377411,1.068899213148046,3.928480024018957,0.27303521554293864,0.007841861541052465,0.14023206606597052,0.011750714130754628,0.3672162664562785,1.7728244708893492,0.039329526866334945,0.03690867949793824
133,1,0.0035872363596152405,0.2875932342746836,0.017182313221905797,0.14752371684856824,4.361415694079206,0.01890742026004538,2.37897892726292,0.06592038690312918,6.831231566343604,1.0634586656312257,3.991866757621853,0.28421964062196736,0.006757091611770279,0.09873032619364243,0.08101524115816497,0.3908304088766039,1.832793363573536,0.040880989798165006,0.02448879245866863
134,1,0.005537297649209122,0.24589187681365465,0.00889026808975525,0.19052287163255544,4.315761965851454,0.035621567957511105,2.426640781152178,0.06803936702590777,6.920172628187389,1.0614521189683388,3.9616237994133026,0.23410800808865165,0.00580280727680884,0.10896384925993118,0.09241896524640979,0.32985998457737903,1.8738511008169685,0.018499404456752352,0.07349794537819242
135,1,0.008408008219856954,0.2449940794242808,0.0052520061587474935,0.1785982356713631,4.382805214933201,0.02175609132806223,2.4851735332352742,0.03943405272522447,6.8917746529043065,1.1163421723013,3.9361662055299935,0.1465224241997828,0.0040682472642003305,0.0907084502962463,0.03289898225801307,0.34611457404828866,1.8950917474663378,0.02459460483228702,0.047330817498603635
136,1,0.02371513691977136,0.18981092212625314,0.014456506865905383,0.17266098319695708,4.36571823235534,0.034696515464786706,2.4697287422548593,0.030314664798190546,6.939818090077633,1.0743448113833853,3.99349604328971,0.06970510649846837,0.006687380198102547,0.12896489969013583,0.08286384718177686,0.39112162101858505,1.924959315774848,0.00562477039110386,0.09176726391312842
137,1,0.020019432658067705,0.24588137339039923,0.009146558049751117,0.0923826667356063,4.395611617947901,0.03943236070427408,2.399618686770104,0.03811854450729115,6.969561653589396,1.1292661116077842,3.9808029037576387,0.12432156489858195,0.007786021908372453,0.10353939744015686,0.08967102552542891,0.4019438336348877,1.9613932340121243,0.011831947905933967,0.0799191416465065
138,1,0.0037505807761645527,0.21318986728493686,0.003209466699248246,0.02875780280274207,4.417968183151205,0.04103747017822075,2.426877160298443,0.05560563323693743,6.919248932018077,1.1748853822077945,4.012040189315736,0.180887928608092,0.006071617723136337,0.07807032002911023,0.14342394508820802,0.43106653679087453,2.013236503326483,0.020787300705179524,0.09864382513985984
139,1,0.010604572643348848,0.1932828109670976,0.004194095038774422,0.09069049237352252,4.423780865898873,0.04567720001670429,2.396331865971155,0.06982653058603679,6.884708166597912,1.1348161920812143,4.026786491877088,0.2534999725156164,0.0033993507676038765,0.046129196831701316,0.11035100413148297,0.48634537230534536,1.8800101163195213,0.03491457803368418,0.04469216298022967
140,1,0.009448131187020458,0.1687627397902572,0.02197758814636949,0.098284837255906,4.40425218254286,0.036013916598006075,2.404541257174411,0.018567311911063877,6.914429369262931,1.1065034694195675,4.043749338021273,0.24285668270062172,0.004747075999172464,0.06268213756082182,0.07942464333380468,0.43761711695968014,1.8553118749966078,0.01618660234650431,0.054068287517764414
141,1,0.0437256031817416,0.169242439941527,0.0033241599282122372,0.05743296928905337,4.441583331875666,0.04299668054508035,2.4115165425203307,0.05112022544051081,6.890217031344084,1.0242658397683448,4.050915271817465,0.2099717262496721,0.008200260873529559,0.023208020643195482,0.06745335824702332,0.4145354238505899,1.8540546688811572,0.016172941045520445,0.004626500704539264
142,1,0.02514832807049025,0.2546087095532578,0.011403740289672481,0.02104509404464741,4.380656519593588,0.04430421869057859,2.4297591875979,0.035121838738162214,6.906266905051229,1.022370616310533,4.06819553841333,0.19540788076711704,0.009986646288563022,0.03118663935591274,0.0989163439713914,0.4175445797356235,1.859505777833885,0.008211572724384697,0.06294414028396177
143,1,0.03839462472340632,0.24561129350901084,0.04517563066886002,0.013268086474544794,4.4006454318320785,0.013897538696978441,2.381408038546593,0.05415368473502538,6.887240923222982,0.9521909800604406,4.038661591559515,0.22667512432222695,0.0027649366171979338,0.1151431919368146,0.12954778911195483,0.3880144400340359,1.8089921986056616,0.004346362149508205,0.01283866492892291
144,1,0.0064321886488767225,0.22956261325641603,0.012361910935084812,0.018939899483120963,4.456662506726116,0.03410773909088566,2.3258603533764366,0.03696454660344665,6.866542482356677,0.9124940116853053,4.089982848448573,0.09553827359242473,0.004974326079932801,0.055019571960268326,0.15521716073209155,0.3721992780283754,1.775870086014401,0.0372654607219626,0.03337045306374472
145,1,0.015458454894325086,0.1715523933734112,0.022279981730642207,0.05343106371014556,4.4412355742901575,0.02783530715054416,2.350803236971093,0.030418231212667783,6.865404093822049,0.8787391742072688,4.117014891722559,0.09823579840875697,0.0067590797656758165,0.01577882731316171,0.06408411493712385,0.42553944407030614,1.749656934594284,0.014264945018094496,0.06441793111277073
146,1,0.025508725300638118,0.12704441652950943,0.02615503483886526,0.036612879369699966,4.410638641577097,0.02171148993882364,2.272060321542736,0.02104444367084451,6.775476374129022,0.870889639829596,4.122710042898363,0.04155132336802264,0.0029135954344297736,0.07501680099333616,0.07642073751616411,0.4122814648413833,1.8097655425500914,0.012004988880311838,0.04492788761415028
147,1,0.01636028739883052,0.06991203152541417,0.03756879129680368,0.11560016621411355,4.342395062819394,0.050779707968999825,2.3683772091226123,0.018250705601815843,6.768442290849927,0.8721208239671525,4.097805452061056,0.05139901333951408,0.009178162364555468,0.13214447859010406,0.03383942614443698,0.38825271591906574,1.842964152660816,0.009022196075273289,0.05281726614600804
