run,condition,CF,a<sub>HSC</sub>,p<sub>HSC→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,p<sub>MPP→EP+</sub>,d<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>
95,K27M,217.3446586001221,0.04591096498040523,3.4423886361749454,5.160729381368627,1.7253642459356104,2.818279358010761,0.029292721909423336,4.439049429363839,0.6246203070542261,4.8947277769734345,0.3869658197221679,0.20155208493908416,2.0270905382121667,2.1395907640593257,0.0402799752994069,0.5341351218948982,2.0779380609722145
96,K27M,191.96112076167628,0.037961860627893085,7.702567119654348,7.684521547765612,1.38553845244877,2.8426395465853815,0.08014284722271307,2.2678415677113914,0.32430269572303116,4.044322246809169,1.3312969342530239,0.6887812791420747,1.267308608520172,4.271560206047517,0.14564996927573715,0.7953357317953541,1.1494017187058254
97,K27M,181.4805760361593,0.04180356797472944,6.057636747193259,6.416356820521069,1.3172771591607813,2.0968993805415304,0.0818105548965474,4.352324522008504,0.8904544205546392,1.5232323909875074,5.913370941278701,0.27366837372802805,1.557492215542649,0.883940656354829,0.13459126444404837,0.1103005096827171,3.4040984646078227
98,K27M,184.24441571438393,0.042133473235680896,7.04316960384806,8.03213264601929,2.945916598893083,2.5939745790735516,0.05278254367083887,1.8168509222498705,0.2966174573435053,3.071442448449093,4.351656688752071,0.8139352511855628,3.2084806322411676,3.8805215037764222,0.08807610214941428,0.7120028627618556,0.9586597339090865
99,K27M,177.40212794592298,0.04378025442176957,6.1614654671043,9.996351162786896,2.2890269798307377,3.3311197762499667,0.06630741668966805,7.236411122341776,0.9183412731359437,5.714937483423108,0.8739956239981695,0.0920848067041055,2.7779706598163765,2.795567267596804,0.10716367377909722,1.2722518683308244,3.130789470799706
100,K27M,180.04915076236296,0.04432357462948691,4.795093305822677,9.561393003511544,2.0393712095244028,1.8457957061047066,0.09151002843376702,4.81847636177765,0.36960129842002426,3.614570156023722,0.8167595680388907,1.9511583953879366,2.1061797057947342,0.7335070761604803,0.16650410417448525,0.9856597934310363,1.1104285843654724
101,K27M,192.85363047482608,0.045000024827880084,4.88900590293333,7.7352568869587275,1.9180574623691589,2.461753544259699,0.08532693842236613,2.3396243321647514,0.5075506550728981,5.596764334287632,3.649820747641651,0.9287211957773909,1.5782155407404688,2.8296812179365958,0.19164112143176548,0.997263292914538,1.3063087355236727
102,K27M,205.6774395477672,0.03982996256708547,7.438888593759618,8.388281927587649,1.2660911161891013,3.1442477623225704,0.04632721370522552,9.515453740091576,0.4534756581587699,2.111640864096681,3.565056337644145,0.1404331373056591,1.1067387209354669,3.8374494162944384,0.08752401618717935,1.4642806623177491,1.2189066534151305
103,K27M,206.65486140931736,0.041155889440526616,7.677140366994621,7.675369886949184,1.687237436018471,3.1142155583507805,0.018055577182640684,8.583824383673292,0.17746788359811638,4.109807507452959,1.5463551543143157,0.16484719436107065,1.552328964934388,3.3242543472241506,0.02577085694335529,1.9414318926148162,0.7823714571593929
104,K27M,178.57871599814476,0.04344791682457684,5.689824587316901,9.266759295961556,2.4207362603647566,2.4079302372901963,0.041402912270785776,7.048668632058625,0.7683789206738323,3.5624169852755276,3.1930648764849425,0.08818481997535188,2.992287336277377,0.6473050460326114,0.05123612373928613,0.6484245684396988,2.8657247571507014
105,K27M,178.7345746694651,0.04480413008162699,6.0418375834788245,7.1083330047446225,1.359770697951666,2.8735929868154955,0.09188091415724516,4.8665250396493205,1.0008311982057634,5.94212361920293,4.39123625619916,0.038481064012291774,1.5576134166989883,3.6467505145324317,0.15304445815220144,0.8474891304077561,3.5399288563224296
106,K27M,183.6761740686143,0.040573326244970676,7.240272328493571,4.6502647165083175,0.9675013007582126,1.4598134962951173,0.08549821680850599,2.3442524263074604,0.8284910034180242,3.7625310398317415,5.463024805956335,0.3929220847852267,1.2216783530827962,1.762281765981318,0.16817638679757535,0.3004825796469983,3.387846270930043
107,K27M,206.11548286623506,0.0473804778854656,4.933529380928215,8.946202362202147,2.1471158972823865,3.242565805663703,0.05230598992950003,9.557284224395744,0.8470543800255247,2.7160028523926494,5.084512517287243,0.14746792689577343,3.939255538886004,2.5217845308805664,0.10302879173237026,1.7397669013727015,1.6719345215594785
108,K27M,227.63872499537067,0.041852463066704586,4.239054683733676,5.667797944145503,3.391472741919173,2.1167856967221987,0.03460895751720735,9.501778964390436,0.5388170258050091,2.381422357950377,1.444814159878015,0.0859956310639714,1.8051770812814494,0.736174418877436,0.036476435285888925,0.7963119897068096,1.8087234114878297
109,K27M,184.46589462531114,0.04232478411770099,7.536594257150788,8.451132553859612,3.7509057581921637,2.193141286328842,0.06600755176669415,3.1628909317301526,0.5857289070846685,3.5882955339096707,5.140533821591023,0.6155419887280528,3.899050164056548,1.9552018878060315,0.11786229672616891,0.6350429630585491,1.7541487689669633
110,K27M,177.88617119429784,0.04386681395790481,6.611485573932139,9.204937603267933,2.47925257849071,1.75938147192907,0.09480991054158075,2.345872004048049,1.1601484911104263,3.883383045037147,4.321406561176764,0.9408416913872557,3.366477835299301,3.4351419877820533,0.17912772552922676,0.0017512773125921903,3.8334868008683944
111,K27M,222.3222274845614,0.04411205494637725,5.276259365033599,8.922594827972372,1.2825095915741351,2.2297246752926263,0.05847213463050357,4.666422294697378,1.3516637836478895,5.528429276673935,5.562861275300816,0.1673463644674675,1.4375133560227318,3.2375326570229856,0.02064891642271463,1.1721813755850752,1.9811503023626822
112,K27M,207.6745328867059,0.04472051733659757,5.406766090511565,3.8139835879197213,0.6297568064962172,1.1184357911575378,0.05301099745361529,4.9982722972934415,1.0219866254906311,4.606285736346098,4.788674898790989,0.2151397591406996,1.5548001644592748,0.7811621347564253,0.07078341819472565,1.5364216902953733,2.2012029834111226
113,K27M,219.2389633265697,0.0408118364463543,7.818750988360157,5.157027388086695,0.239775643774788,3.078841833450312,0.059213061838153086,9.260280929213552,0.51639590317541,3.960548301463977,2.1035865442529724,0.33898457152040185,0.6021918017733618,3.8793367194012536,0.146352647044758,1.5065267984882287,1.7206359957692932
114,K27M,182.43291267910973,0.043948369517205696,6.0922696274419,8.936964242842949,3.178156121794703,2.580103121191779,0.07403472628095481,3.460722446275836,1.0826767582584755,5.886368333477639,0.5817226705906919,0.26794481125146136,3.4522987859330168,3.0485227121352003,0.13111186866222582,1.181245131071189,3.103947108556996
115,K27M,178.51491173631632,0.04315383797125513,5.1734512945487445,9.571020936496499,1.069226455686742,2.4959463721663133,0.02498746315488419,5.540933431322825,0.787054143776819,3.0016389675871906,1.503097831392346,1.9817072329628886,1.1297092126890877,1.3660569124053714,0.013102027337628332,0.5236656613532442,3.0896901239321894
116,K27M,181.0675128551532,0.043409686507345675,5.999792068011147,8.356501898356015,2.829924021318082,2.5622274421885045,0.08455903249430728,4.317702154451345,1.0772183312469463,2.1362212177104767,4.976567311414332,0.29793623229074645,2.846127693973732,2.1201910759368414,0.1730149789295301,0.015911379759700715,3.254316109588391
117,K27M,179.42771856974971,0.045096953383077475,5.515643738632172,8.599016684387955,2.5660356145996417,1.7003914968540148,0.022367086661280323,0.9476366953797656,1.0021830931090143,5.510328464719288,2.236215377613866,0.7904652545349711,3.4385399970105013,4.0340045659866774,0.009392363262907431,0.5155288406423201,2.8172038939677004
118,K27M,180.34461226180952,0.04475545957839771,5.070963688609646,8.89951254045728,2.9976588962947415,1.6312962410904264,0.09045634268125312,4.5223657830643695,0.6586974551401258,5.9936370788477475,1.081949126322441,0.4490750190867725,3.201824775830586,0.04529366793218615,0.1392359820367897,1.4072677050853903,1.9032724163678736
119,K27M,181.31276116156636,0.04434101576620871,6.616458254713581,9.60406555743008,2.3474584783830164,1.5526560025232725,0.05398534582279836,3.712479528182851,1.461549686770327,3.553296916945097,5.833393302991135,1.4802312843400791,2.923127410319919,1.0726747488913384,0.08096806396803194,0.07549042630207738,3.8546371742595764
120,K27M,206.6867005485164,0.041161365290389496,7.108488670473282,8.766030043714789,2.8471065847231696,1.8643526357858535,0.07117703285960905,4.1513577709005585,0.9043244899587856,1.950059081105985,1.3729311619234412,1.9323962638161865,2.908010923465943,1.392844826661781,0.18885985296435118,0.8193247836056585,1.6800855395462237
121,K27M,181.35941579814082,0.04304579331231714,5.928661356175182,6.099980158031792,1.0870708065780996,2.6231024565631413,0.05692932340841854,5.742581449788155,0.8404753337231186,1.4522501029756993,5.966621086294274,0.31352339924286193,1.2016164468430843,1.5549624526698742,0.10920273450674998,0.3412556466958765,2.9273076491649035
122,K27M,201.73045240798967,0.04187256306138299,5.895570541742711,9.239197276470344,1.3701774298822933,2.5743929684766584,0.033496576714356775,9.760681981923288,0.5347094908176772,1.6009542122136549,2.1762226781018312,0.35017756364572916,3.05130622897393,4.7219873570493744,0.037063429277427506,1.3460466560672573,1.1308442082983294
123,K27M,203.79514246343084,0.04247376976751348,4.24176843312872,7.399877141593771,1.9244053258273925,1.5560368014240753,0.09192092439515188,2.6968530098454306,0.15556808147877055,2.6095765637040227,2.9298719131531312,0.1540900056040404,1.7024803250646543,2.611820743850752,0.1631301567704031,0.868837301291751,0.5262734633564565
124,K27M,206.95682434766974,0.04260425016924326,7.301269282718335,7.927840959196334,1.227766980578704,3.0953108554715394,0.06049610534582483,5.142156981174454,0.27937618751113585,2.9328980123135504,4.813031053307137,1.4774700322269994,2.3861441016924196,1.8993598595936987,0.18710897296765708,1.259084597020127,1.5782931959148632
125,K27M,178.73332052167052,0.04293194222670364,7.4074241949662785,9.883609389470504,2.1072044487365953,2.323021136532794,0.05630815579164776,5.8579701981159875,0.7119123923065033,2.587512955584743,5.714026006994357,1.5695326710622384,2.646188536266126,1.2429395226611575,0.09666330374750137,0.5501191829968971,2.4782774026886374
126,K27M,185.0037309335131,0.042910770251583255,7.416253673561227,7.984875969002726,2.2357673869245454,2.6904818507701203,0.06195152090410415,8.710439573743114,0.5756766640365708,4.080222617551758,4.525141080842184,0.2987732055718844,3.618626380747552,1.0391864247226634,0.11035613082024098,1.4417845144685537,1.8144473391043456
