run,condition,CF,a<sub>HSC1</sub>,p<sub>HSC1→MPP</sub>,a<sub>HSC2</sub>,p<sub>HSC2→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,d<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>,r<sub>HSC1→HSC2</sub>,r<sub>HSC2→HSC1</sub>
11,WT,258.03663619431046,0.003277867650454609,1.608271895175212,0.0074904339661172395,7.824708070222605,7.529324658797637,0.6263422752947805,1.9219953478248246,0.19733188242772218,4.883015687718505,1.145232919338854,0.7831675159437024,0.05544655204066479,0.08668799360988019,0.8014480441939753,0.054939605207360326,0.08910959370571717,0.8654497718599053,0.02811269984755251,0.0016951022240512335
12,WT,318.4190946028286,0.003245126041422599,3.9958520442503245,0.004993574396112417,5.986868727671754,5.656003728071286,0.11260549777671924,4.1913669851899495,0.10442514276798895,7.023852329107273,2.382405380057067,1.5667954074238817,0.5764884868657636,0.022009815353163403,0.8394823329043002,0.05075571067058454,1.2693723416896168,1.0910744316385594,0.03380198019972255,0.005196366417064982
13,WT,258.5898117904424,0.002809007697420062,7.974170970932675,0.02113007623309308,7.403377351176142,7.772828705439847,0.7988509661456956,1.0901724928134446,0.10344669910200566,3.6556100859268525,0.401192551611377,1.0298776712141031,0.35728879766786026,0.17441827648656466,0.1954334889079046,0.02149502260700869,0.5478150243936095,0.4323025400919563,0.0024505499433719216,0.0022709850137804665
14,WT,274.76915599900735,0.0039174523912948065,4.610354964600379,0.005051468770103402,7.313866093638187,6.315130868316558,0.7920259828033436,2.103711003328777,0.16337954149414483,4.764975347137423,2.5447024187970673,0.6487081459310665,0.01598666162170792,0.16338235571257748,2.110490087952201,0.09675087983181299,0.52103563978202,0.6591458229403099,0.03812486267904241,0.0017331347633929256
15,WT,325.41890874256296,0.011781957159889661,5.284816428985006,0.006586604482742831,6.3584133683610435,6.54935387736789,1.2853257535461742,2.0038501242495377,0.1941058130043082,0.8352996248772273,1.0519960454666737,0.6124468321141591,1.085569729463906,0.4786106411931141,1.4089722891646996,0.09625480892891625,0.9570749446628359,0.0915369893700333,0.0225772339669493,0.00016278225042919094
16,WT,276.71688699104493,0.0038846162660048176,6.812550928345495,0.021866477576132224,7.762437688027301,7.568327450544856,1.357093128502141,1.5490530276636232,0.1090668269342008,9.922291991060424,1.5835221827019508,0.34801330506251754,0.13959523500081655,0.2558696643064552,0.5304171978418045,0.04358506174194945,0.8908752632048684,0.8729253970277023,0.0049436816331974,0.001700740590142991
17,WT,262.87824686585026,0.003868048674518591,7.985640773576568,0.006327244737383164,7.394688738359661,7.268702249546998,0.9743770847723257,2.0797335593416553,0.10003405743254346,5.729622504934333,0.5815268867571625,0.6098012564477845,0.43318793454657134,0.15342088998951683,1.4376613443336577,0.04039986633320014,0.5192139204918178,0.5855225794695526,0.027171564450034057,0.0026061232831637625
18,WT,310.62125267570127,0.0033576472599712703,2.9015891655233172,0.004537892052123121,7.733973549827147,6.298125147785836,1.7670199580188204,4.088865086122229,0.0878999019966805,3.8780530512662157,2.6300248292617456,0.9905155377038843,0.4585388666407837,0.20279495558674016,1.6024242496469054,0.053700255056897545,1.7474703934827587,0.8981008449170791,0.04427361627967065,0.0008681347523560408
19,WT,262.71074181060794,0.006246570544665565,5.5648712363628565,0.015452207174627702,7.124253754070067,6.876498348396069,1.0660167612823925,2.6850389152161704,0.16410134685358022,6.211327256129623,2.0616705304172713,0.14880633894689138,0.08984074479422668,0.10969872676579588,0.6596351378550664,0.07932013502521022,0.04494209944948256,1.114064075623937,0.013234078245450129,0.0014385058294116957
20,WT,261.0191770717765,0.000959707593882551,5.651195315805579,0.011835049821931164,7.903917792068812,5.548110151911749,0.5936278802170356,1.2070902274852162,0.07833190445480633,2.543429218068564,0.4259259935992795,2.8089759894999826,0.046055791981001515,0.10555771797260098,1.1417444443790246,0.023814697843690415,0.7541351231732084,0.28123888027222543,0.017538844412455075,0.0047466878544044615
